key,wordnet_id,lemma
n02359915,eng-30-02359915-n,hackee
n02359915,eng-30-02359915-n,striped squirrel
n02359915,eng-30-02359915-n,ground squirrel
n02359915,eng-30-02359915-n,Tamias striatus
n02360781,eng-30-02360781-n,American flying squirrel
n02361706,eng-30-02361706-n,hoary marmot
n02361706,eng-30-02361706-n,whistler
n02361706,eng-30-02361706-n,whistling marmot
n02361706,eng-30-02361706-n,Marmota caligata
n02361850,eng-30-02361850-n,yellowbelly marmot
n02361850,eng-30-02361850-n,rockchuck
n02361850,eng-30-02361850-n,Marmota flaviventris
n02364840,eng-30-02364840-n,aperea
n02364840,eng-30-02364840-n,wild cavy
n02364840,eng-30-02364840-n,Cavia porcellus
n02365108,eng-30-02365108-n,mara
n02365108,eng-30-02365108-n,Dolichotis patagonum
n02368116,eng-30-02368116-n,viscacha
n02368116,eng-30-02368116-n,chinchillon
n02368116,eng-30-02368116-n,Lagostomus maximus
n02368399,eng-30-02368399-n,abrocome
n02368399,eng-30-02368399-n,chinchilla rat
n02368399,eng-30-02368399-n,rat chinchilla
n02368821,eng-30-02368821-n,mole rat
n02369293,eng-30-02369293-n,mole rat
n02370525,eng-30-02370525-n,Ungulata
n02372584,eng-30-02372584-n,hyrax
n02372584,eng-30-02372584-n,coney
n02372584,eng-30-02372584-n,cony
n02372584,eng-30-02372584-n,dassie
n02372584,eng-30-02372584-n,das
n02373336,eng-30-02373336-n,odd-toed ungulate
n02373336,eng-30-02373336-n,perissodactyl
n02373336,eng-30-02373336-n,perissodactyl mammal
n02375302,eng-30-02375302-n,roan
n02375757,eng-30-02375757-n,gee-gee
n02376918,eng-30-02376918-n,male horse
n02378149,eng-30-02378149-n,remount
n02378969,eng-30-02378969-n,hack
n02379081,eng-30-02379081-n,cow pony
n02379183,eng-30-02379183-n,quarter horse
n02379329,eng-30-02379329-n,Morgan
n02379430,eng-30-02379430-n,Tennessee walker
n02379430,eng-30-02379430-n,Tennessee walking horse
n02379430,eng-30-02379430-n,Walking horse
n02379430,eng-30-02379430-n,Plantation walking horse
n02379630,eng-30-02379630-n,American saddle horse
n02379743,eng-30-02379743-n,Appaloosa
n02379908,eng-30-02379908-n,Arabian
n02379908,eng-30-02379908-n,Arab
n02380052,eng-30-02380052-n,Lippizan
n02380052,eng-30-02380052-n,Lipizzan
n02380052,eng-30-02380052-n,Lippizaner
n02380335,eng-30-02380335-n,pony
n02380464,eng-30-02380464-n,polo pony
n02380583,eng-30-02380583-n,mustang
n02381004,eng-30-02381004-n,buckskin
n02381261,eng-30-02381261-n,dun
n02381364,eng-30-02381364-n,grey
n02381364,eng-30-02381364-n,gray
n02381460,eng-30-02381460-n,wild horse
n02382039,eng-30-02382039-n,cayuse
n02382039,eng-30-02382039-n,Indian pony
n02382132,eng-30-02382132-n,hack
n02382338,eng-30-02382338-n,plow horse
n02382338,eng-30-02382338-n,plough horse
n02382635,eng-30-02382635-n,Shetland pony
n02382750,eng-30-02382750-n,Welsh pony
n02382850,eng-30-02382850-n,Exmoor
n02383231,eng-30-02383231-n,thoroughbred
n02384741,eng-30-02384741-n,steeplechaser
n02385002,eng-30-02385002-n,finisher
n02385214,eng-30-02385214-n,yearling
n02386014,eng-30-02386014-n,harness horse
n02386141,eng-30-02386141-n,cob
n02386224,eng-30-02386224-n,hackney
n02386310,eng-30-02386310-n,workhorse
n02386853,eng-30-02386853-n,carthorse
n02386853,eng-30-02386853-n,cart horse
n02386853,eng-30-02386853-n,drayhorse
n02386968,eng-30-02386968-n,Clydesdale
n02387093,eng-30-02387093-n,Percheron
n02387346,eng-30-02387346-n,shire
n02387346,eng-30-02387346-n,shire horse
n02387722,eng-30-02387722-n,post horse
n02387722,eng-30-02387722-n,post-horse
n02387722,eng-30-02387722-n,poster
n02387887,eng-30-02387887-n,coach horse
n02388143,eng-30-02388143-n,pacer
n02388143,eng-30-02388143-n,pacemaker
n02388143,eng-30-02388143-n,pacesetter
n02388276,eng-30-02388276-n,trotting horse
n02388276,eng-30-02388276-n,trotter
n02388735,eng-30-02388735-n,chestnut
n02388832,eng-30-02388832-n,liver chestnut
n02388917,eng-30-02388917-n,bay
n02389026,eng-30-02389026-n,sorrel
n02389128,eng-30-02389128-n,palomino
n02389261,eng-30-02389261-n,pinto
n02389346,eng-30-02389346-n,ass
n02390454,eng-30-02390454-n,wild ass
n02391234,eng-30-02391234-n,common zebra
n02391234,eng-30-02391234-n,Burchell's zebra
n02391234,eng-30-02391234-n,Equus Burchelli
n02391373,eng-30-02391373-n,mountain zebra
n02391373,eng-30-02391373-n,Equus zebra zebra
n02391508,eng-30-02391508-n,grevy's zebra
n02391508,eng-30-02391508-n,Equus grevyi
n02392434,eng-30-02392434-n,Indian rhinoceros
n02392434,eng-30-02392434-n,Rhinoceros unicornis
n02392824,eng-30-02392824-n,white rhinoceros
n02392824,eng-30-02392824-n,Ceratotherium simum
n02392824,eng-30-02392824-n,Diceros simus
n02394477,eng-30-02394477-n,even-toed ungulate
n02394477,eng-30-02394477-n,artiodactyl
n02394477,eng-30-02394477-n,artiodactyl mammal
n02396796,eng-30-02396796-n,babirusa
n02396796,eng-30-02396796-n,babiroussa
n02396796,eng-30-02396796-n,babirussa
n02396796,eng-30-02396796-n,Babyrousa Babyrussa
n02402175,eng-30-02402175-n,ox
n02402175,eng-30-02402175-n,wild ox
n02403820,eng-30-02403820-n,bullock
n02404432,eng-30-02404432-n,longhorn
n02404432,eng-30-02404432-n,Texas longhorn
n02404573,eng-30-02404573-n,Brahman
n02404573,eng-30-02404573-n,Brahma
n02404573,eng-30-02404573-n,Brahmin
n02404573,eng-30-02404573-n,Bos indicus
n02405440,eng-30-02405440-n,banteng
n02405440,eng-30-02405440-n,banting
n02405440,eng-30-02405440-n,tsine
n02405440,eng-30-02405440-n,Bos banteng
n02405799,eng-30-02405799-n,Santa Gertrudis
n02406432,eng-30-02406432-n,Ayrshire
n02406533,eng-30-02406533-n,Brown Swiss
n02406647,eng-30-02406647-n,Charolais
n02406749,eng-30-02406749-n,Jersey
n02406859,eng-30-02406859-n,Devon
n02407071,eng-30-02407071-n,Durham
n02407071,eng-30-02407071-n,shorthorn
n02407172,eng-30-02407172-n,milking shorthorn
n02407276,eng-30-02407276-n,Galloway
n02407390,eng-30-02407390-n,Friesian
n02407390,eng-30-02407390-n,Holstein
n02407390,eng-30-02407390-n,Holstein-Friesian
n02407763,eng-30-02407763-n,cattalo
n02407763,eng-30-02407763-n,beefalo
n02409508,eng-30-02409508-n,Cape buffalo
n02409508,eng-30-02409508-n,Synercus caffer
n02409870,eng-30-02409870-n,Asian wild ox
n02413050,eng-30-02413050-n,black sheep
n02413131,eng-30-02413131-n,domestic sheep
n02413131,eng-30-02413131-n,Ovis aries
n02413484,eng-30-02413484-n,Cotswold
n02413593,eng-30-02413593-n,Hampshire
n02413593,eng-30-02413593-n,Hampshire down
n02413717,eng-30-02413717-n,Lincoln
n02414043,eng-30-02414043-n,broadtail
n02414043,eng-30-02414043-n,caracul
n02414043,eng-30-02414043-n,karakul
n02414209,eng-30-02414209-n,longwool
n02414290,eng-30-02414290-n,merino
n02414290,eng-30-02414290-n,merino sheep
n02414442,eng-30-02414442-n,Rambouillet
n02414578,eng-30-02414578-n,wild sheep
n02414763,eng-30-02414763-n,argali
n02414763,eng-30-02414763-n,argal
n02414763,eng-30-02414763-n,Ovis ammon
n02415130,eng-30-02415130-n,urial
n02415130,eng-30-02415130-n,Ovis vignei
n02415253,eng-30-02415253-n,Dall sheep
n02415253,eng-30-02415253-n,Dall's sheep
n02415253,eng-30-02415253-n,white sheep
n02415253,eng-30-02415253-n,Ovis montana dalli
n02415435,eng-30-02415435-n,mountain sheep
n02416104,eng-30-02416104-n,aoudad
n02416104,eng-30-02416104-n,arui
n02416104,eng-30-02416104-n,audad
n02416104,eng-30-02416104-n,Barbary sheep
n02416104,eng-30-02416104-n,maned sheep
n02416104,eng-30-02416104-n,Ammotragus lervia
n02416820,eng-30-02416820-n,kid
n02417070,eng-30-02417070-n,domestic goat
n02417070,eng-30-02417070-n,Capra hircus
n02417534,eng-30-02417534-n,wild goat
n02417663,eng-30-02417663-n,bezoar goat
n02417663,eng-30-02417663-n,pasang
n02417663,eng-30-02417663-n,Capra aegagrus
n02418465,eng-30-02418465-n,mountain goat
n02418465,eng-30-02418465-n,Rocky Mountain goat
n02418465,eng-30-02418465-n,Oreamnos americanus
n02419056,eng-30-02419056-n,serow
n02419634,eng-30-02419634-n,takin
n02419634,eng-30-02419634-n,gnu goat
n02419634,eng-30-02419634-n,Budorcas taxicolor
n02420509,eng-30-02420509-n,blackbuck
n02420509,eng-30-02420509-n,black buck
n02420509,eng-30-02420509-n,Antilope cervicapra
n02420828,eng-30-02420828-n,gerenuk
n02420828,eng-30-02420828-n,Litocranius walleri
n02421136,eng-30-02421136-n,addax
n02421136,eng-30-02421136-n,Addax nasomaculatus
n02421792,eng-30-02421792-n,dik-dik
n02422391,eng-30-02422391-n,sassaby
n02422391,eng-30-02422391-n,topi
n02422391,eng-30-02422391-n,Damaliscus lunatus
n02423218,eng-30-02423218-n,Thomson's gazelle
n02423218,eng-30-02423218-n,Gazella thomsoni
n02424085,eng-30-02424085-n,bongo
n02424085,eng-30-02424085-n,Tragelaphus eurycerus
n02424085,eng-30-02424085-n,Boocercus eurycerus
n02424695,eng-30-02424695-n,harnessed antelope
n02425086,eng-30-02425086-n,mountain nyala
n02425086,eng-30-02425086-n,Tragelaphus buxtoni
n02425532,eng-30-02425532-n,nilgai
n02425532,eng-30-02425532-n,nylghai
n02425532,eng-30-02425532-n,nylghau
n02425532,eng-30-02425532-n,blue bull
n02425532,eng-30-02425532-n,Boselaphus tragocamelus
n02425887,eng-30-02425887-n,sable antelope
n02425887,eng-30-02425887-n,Hippotragus niger
n02426813,eng-30-02426813-n,eland
n02427724,eng-30-02427724-n,waterbuck
n02428842,eng-30-02428842-n,forest goat
n02428842,eng-30-02428842-n,spindle horn
n02428842,eng-30-02428842-n,Pseudoryx nghetinhensis
n02429456,eng-30-02429456-n,pronghorn
n02429456,eng-30-02429456-n,prongbuck
n02429456,eng-30-02429456-n,pronghorn antelope
n02429456,eng-30-02429456-n,American antelope
n02429456,eng-30-02429456-n,Antilocapra americana
n02431441,eng-30-02431441-n,hind
n02431628,eng-30-02431628-n,sambar
n02431628,eng-30-02431628-n,sambur
n02431628,eng-30-02431628-n,Cervus unicolor
n02431785,eng-30-02431785-n,wapiti
n02431785,eng-30-02431785-n,elk
n02431785,eng-30-02431785-n,American elk
n02431785,eng-30-02431785-n,Cervus elaphus canadensis
n02431976,eng-30-02431976-n,Japanese deer
n02431976,eng-30-02431976-n,sika
n02431976,eng-30-02431976-n,Cervus nipon
n02431976,eng-30-02431976-n,Cervus sika
n02432291,eng-30-02432291-n,Virginia deer
n02432291,eng-30-02432291-n,white tail
n02432291,eng-30-02432291-n,whitetail
n02432291,eng-30-02432291-n,white-tailed deer
n02432291,eng-30-02432291-n,whitetail deer
n02432291,eng-30-02432291-n,Odocoileus Virginianus
n02432511,eng-30-02432511-n,mule deer
n02432511,eng-30-02432511-n,burro deer
n02432511,eng-30-02432511-n,Odocoileus hemionus
n02434190,eng-30-02434190-n,woodland caribou
n02434190,eng-30-02434190-n,Rangifer caribou
n02434415,eng-30-02434415-n,barren ground caribou
n02434415,eng-30-02434415-n,Rangifer arcticus
n02434954,eng-30-02434954-n,muntjac
n02434954,eng-30-02434954-n,barking deer
n02435216,eng-30-02435216-n,musk deer
n02435216,eng-30-02435216-n,Moschus moschiferus
n02435517,eng-30-02435517-n,pere david's deer
n02435517,eng-30-02435517-n,elaphure
n02435517,eng-30-02435517-n,Elaphurus davidianus
n02437482,eng-30-02437482-n,Bactrian camel
n02437482,eng-30-02437482-n,Camelus bactrianus
n02437971,eng-30-02437971-n,domestic llama
n02437971,eng-30-02437971-n,Lama peruana
n02438580,eng-30-02438580-n,vicuna
n02438580,eng-30-02438580-n,Vicugna vicugna
n02442845,eng-30-02442845-n,mink
n02443484,eng-30-02443484-n,black-footed ferret
n02443484,eng-30-02443484-n,ferret
n02443484,eng-30-02443484-n,Mustela nigripes
n02445004,eng-30-02445004-n,river otter
n02445004,eng-30-02445004-n,Lutra canadensis
n02445171,eng-30-02445171-n,Eurasian otter
n02445171,eng-30-02445171-n,Lutra lutra
n02445394,eng-30-02445394-n,sea otter
n02445394,eng-30-02445394-n,Enhydra lutris
n02449183,eng-30-02449183-n,wolverine
n02449183,eng-30-02449183-n,carcajou
n02449183,eng-30-02449183-n,skunk bear
n02449183,eng-30-02449183-n,Gulo luscus
n02449350,eng-30-02449350-n,glutton
n02449350,eng-30-02449350-n,Gulo gulo
n02449350,eng-30-02449350-n,wolverine
n02451415,eng-30-02451415-n,tayra
n02451415,eng-30-02451415-n,taira
n02451415,eng-30-02451415-n,Eira barbara
n02451575,eng-30-02451575-n,fictional animal
n02453108,eng-30-02453108-n,pachyderm
n02454794,eng-30-02454794-n,peba
n02454794,eng-30-02454794-n,nine-banded armadillo
n02454794,eng-30-02454794-n,Texas armadillo
n02454794,eng-30-02454794-n,Dasypus novemcinctus
n02455720,eng-30-02455720-n,peludo
n02455720,eng-30-02455720-n,poyou
n02455720,eng-30-02455720-n,Euphractus sexcinctus
n02456008,eng-30-02456008-n,giant armadillo
n02456008,eng-30-02456008-n,tatou
n02456008,eng-30-02456008-n,tatu
n02456008,eng-30-02456008-n,Priodontes giganteus
n02457408,eng-30-02457408-n,three-toed sloth
n02457408,eng-30-02457408-n,ai
n02457408,eng-30-02457408-n,Bradypus tridactylus
n02457945,eng-30-02457945-n,two-toed sloth
n02457945,eng-30-02457945-n,unau
n02457945,eng-30-02457945-n,unai
n02457945,eng-30-02457945-n,Choloepus didactylus
n02458135,eng-30-02458135-n,two-toed sloth
n02458135,eng-30-02458135-n,unau
n02458135,eng-30-02458135-n,unai
n02458135,eng-30-02458135-n,Choloepus hoffmanni
n02460009,eng-30-02460009-n,anteater
n02460009,eng-30-02460009-n,New World anteater
n02460451,eng-30-02460451-n,ant bear
n02460451,eng-30-02460451-n,giant anteater
n02460451,eng-30-02460451-n,great anteater
n02460451,eng-30-02460451-n,tamanoir
n02460451,eng-30-02460451-n,Myrmecophaga jubata
n02461128,eng-30-02461128-n,tamandua
n02461128,eng-30-02461128-n,tamandu
n02461128,eng-30-02461128-n,lesser anteater
n02461128,eng-30-02461128-n,Tamandua tetradactyla
n02469248,eng-30-02469248-n,scapular
n02471300,eng-30-02471300-n,hominoid
n02473307,eng-30-02473307-n,Homo erectus
n02474777,eng-30-02474777-n,Homo sapiens
n02475078,eng-30-02475078-n,Neandertal man
n02475078,eng-30-02475078-n,Neanderthal man
n02475078,eng-30-02475078-n,Neandertal
n02475078,eng-30-02475078-n,Neanderthal
n02475078,eng-30-02475078-n,Homo sapiens neanderthalensis
n02476219,eng-30-02476219-n,australopithecine
n02480153,eng-30-02480153-n,great ape
n02480153,eng-30-02480153-n,pongid
n02481103,eng-30-02481103-n,western lowland gorilla
n02481103,eng-30-02481103-n,Gorilla gorilla gorilla
n02481235,eng-30-02481235-n,eastern lowland gorilla
n02481235,eng-30-02481235-n,Gorilla gorilla grauri
n02482060,eng-30-02482060-n,western chimpanzee
n02482060,eng-30-02482060-n,Pan troglodytes verus
n02482286,eng-30-02482286-n,eastern chimpanzee
n02482286,eng-30-02482286-n,Pan troglodytes schweinfurthii
n02482474,eng-30-02482474-n,central chimpanzee
n02482474,eng-30-02482474-n,Pan troglodytes troglodytes
n02483092,eng-30-02483092-n,lesser ape
n02484473,eng-30-02484473-n,Old World monkey
n02484473,eng-30-02484473-n,catarrhine
n02485371,eng-30-02485371-n,grivet
n02485371,eng-30-02485371-n,Cercopithecus aethiops
n02485536,eng-30-02485536-n,vervet
n02485536,eng-30-02485536-n,vervet monkey
n02485536,eng-30-02485536-n,Cercopithecus aethiops pygerythrus
n02485688,eng-30-02485688-n,green monkey
n02485688,eng-30-02485688-n,African green monkey
n02485688,eng-30-02485688-n,Cercopithecus aethiops sabaeus
n02486261,eng-30-02486261-n,patas
n02486261,eng-30-02486261-n,hussar monkey
n02486261,eng-30-02486261-n,Erythrocebus patas
n02486657,eng-30-02486657-n,chacma
n02486657,eng-30-02486657-n,chacma baboon
n02486657,eng-30-02486657-n,Papio ursinus
n02487675,eng-30-02487675-n,bonnet macaque
n02487675,eng-30-02487675-n,bonnet monkey
n02487675,eng-30-02487675-n,capped macaque
n02487675,eng-30-02487675-n,crown monkey
n02487675,eng-30-02487675-n,Macaca radiata
n02487847,eng-30-02487847-n,Barbary ape
n02487847,eng-30-02487847-n,Macaca sylvana
n02488003,eng-30-02488003-n,crab-eating macaque
n02488003,eng-30-02488003-n,croo monkey
n02488003,eng-30-02488003-n,Macaca irus
n02488291,eng-30-02488291-n,langur
n02488702,eng-30-02488702-n,colobus
n02488702,eng-30-02488702-n,colobus monkey
n02489166,eng-30-02489166-n,proboscis monkey
n02489166,eng-30-02489166-n,Nasalis larvatus
n02489589,eng-30-02489589-n,New World monkey
n02489589,eng-30-02489589-n,platyrrhine
n02489589,eng-30-02489589-n,platyrrhinian
n02490811,eng-30-02490811-n,pygmy marmoset
n02490811,eng-30-02490811-n,Cebuella pygmaea
n02491107,eng-30-02491107-n,tamarin
n02491107,eng-30-02491107-n,lion monkey
n02491107,eng-30-02491107-n,lion marmoset
n02491107,eng-30-02491107-n,leoncita
n02493509,eng-30-02493509-n,titi
n02493509,eng-30-02493509-n,titi monkey
n02493793,eng-30-02493793-n,spider monkey
n02493793,eng-30-02493793-n,Ateles geoffroyi
n02494383,eng-30-02494383-n,woolly monkey
n02495242,eng-30-02495242-n,tree shrew
n02496052,eng-30-02496052-n,prosimian
n02497673,eng-30-02497673-n,Madagascar cat
n02497673,eng-30-02497673-n,ring-tailed lemur
n02497673,eng-30-02497673-n,Lemur catta
n02498743,eng-30-02498743-n,slender loris
n02498743,eng-30-02498743-n,Loris gracilis
n02499022,eng-30-02499022-n,slow loris
n02499022,eng-30-02499022-n,Nycticebus tardigradua
n02499022,eng-30-02499022-n,Nycticebus pygmaeus
n02499316,eng-30-02499316-n,potto
n02499316,eng-30-02499316-n,kinkajou
n02499316,eng-30-02499316-n,Perodicticus potto
n02499808,eng-30-02499808-n,galago
n02499808,eng-30-02499808-n,bushbaby
n02499808,eng-30-02499808-n,bush baby
n02500267,eng-30-02500267-n,indri
n02500267,eng-30-02500267-n,indris
n02500267,eng-30-02500267-n,Indri indri
n02500267,eng-30-02500267-n,Indri brevicaudatus
n02504013,eng-30-02504013-n,Indian elephant
n02504013,eng-30-02504013-n,Elephas maximus
n02505998,eng-30-02505998-n,mastodon
n02505998,eng-30-02505998-n,mastodont
n02506947,eng-30-02506947-n,plantigrade mammal
n02506947,eng-30-02506947-n,plantigrade
n02508213,eng-30-02508213-n,common raccoon
n02508213,eng-30-02508213-n,common racoon
n02508213,eng-30-02508213-n,coon
n02508213,eng-30-02508213-n,ringtail
n02508213,eng-30-02508213-n,Procyon lotor
n02508742,eng-30-02508742-n,bassarisk
n02508742,eng-30-02508742-n,cacomistle
n02508742,eng-30-02508742-n,cacomixle
n02508742,eng-30-02508742-n,coon cat
n02508742,eng-30-02508742-n,raccoon fox
n02508742,eng-30-02508742-n,ringtail
n02508742,eng-30-02508742-n,ring-tailed cat
n02508742,eng-30-02508742-n,civet cat
n02508742,eng-30-02508742-n,miner's cat
n02508742,eng-30-02508742-n,Bassariscus astutus
n02509197,eng-30-02509197-n,kinkajou
n02509197,eng-30-02509197-n,honey bear
n02509197,eng-30-02509197-n,potto
n02509197,eng-30-02509197-n,Potos flavus
n02509197,eng-30-02509197-n,Potos caudivolvulus
n02509515,eng-30-02509515-n,coati
n02509515,eng-30-02509515-n,coati-mondi
n02509515,eng-30-02509515-n,coati-mundi
n02509515,eng-30-02509515-n,coon cat
n02509515,eng-30-02509515-n,Nasua narica
n02512830,eng-30-02512830-n,game fish
n02512830,eng-30-02512830-n,sport fish
n02512938,eng-30-02512938-n,food fish
n02513248,eng-30-02513248-n,rough fish
n02513560,eng-30-02513560-n,young fish
n02514041,eng-30-02514041-n,barracouta
n02514041,eng-30-02514041-n,snoek
n02517938,eng-30-02517938-n,silurid
n02517938,eng-30-02517938-n,silurid fish
n02519686,eng-30-02519686-n,channel catfish
n02519686,eng-30-02519686-n,channel cat
n02519686,eng-30-02519686-n,Ictalurus punctatus
n02520147,eng-30-02520147-n,flathead catfish
n02520147,eng-30-02520147-n,mudcat
n02520147,eng-30-02520147-n,goujon
n02520147,eng-30-02520147-n,shovelnose catfish
n02520147,eng-30-02520147-n,spoonbill catfish
n02520147,eng-30-02520147-n,Pylodictus olivaris
n02524524,eng-30-02524524-n,hake
n02526818,eng-30-02526818-n,common eel
n02526818,eng-30-02526818-n,freshwater eel
n02527057,eng-30-02527057-n,tuna
n02527057,eng-30-02527057-n,Anguilla sucklandii
n02527271,eng-30-02527271-n,moray
n02527271,eng-30-02527271-n,moray eel
n02528163,eng-30-02528163-n,teleost fish
n02528163,eng-30-02528163-n,teleost
n02528163,eng-30-02528163-n,teleostan
n02529772,eng-30-02529772-n,clupeid fish
n02529772,eng-30-02529772-n,clupeid
n02531625,eng-30-02531625-n,menhaden
n02531625,eng-30-02531625-n,Brevoortia tyrannis
n02533209,eng-30-02533209-n,pilchard
n02533209,eng-30-02533209-n,sardine
n02533209,eng-30-02533209-n,Sardina pilchardus
n02535163,eng-30-02535163-n,blackfish
n02535258,eng-30-02535258-n,redfish
n02535537,eng-30-02535537-n,Atlantic salmon
n02535537,eng-30-02535537-n,Salmo salar
n02536165,eng-30-02536165-n,sockeye
n02536165,eng-30-02536165-n,sockeye salmon
n02536165,eng-30-02536165-n,red salmon
n02536165,eng-30-02536165-n,blueback salmon
n02536165,eng-30-02536165-n,Oncorhynchus nerka
n02536456,eng-30-02536456-n,chinook
n02536456,eng-30-02536456-n,chinook salmon
n02536456,eng-30-02536456-n,king salmon
n02536456,eng-30-02536456-n,quinnat salmon
n02536456,eng-30-02536456-n,Oncorhynchus tshawytscha
n02536864,eng-30-02536864-n,coho
n02536864,eng-30-02536864-n,cohoe
n02536864,eng-30-02536864-n,coho salmon
n02536864,eng-30-02536864-n,blue jack
n02536864,eng-30-02536864-n,silver salmon
n02536864,eng-30-02536864-n,Oncorhynchus kisutch
n02537525,eng-30-02537525-n,rainbow trout
n02537525,eng-30-02537525-n,Salmo gairdneri
n02538010,eng-30-02538010-n,lake trout
n02538010,eng-30-02538010-n,salmon trout
n02538010,eng-30-02538010-n,Salvelinus namaycush
n02538216,eng-30-02538216-n,brook trout
n02538216,eng-30-02538216-n,speckled trout
n02538216,eng-30-02538216-n,Salvelinus fontinalis
n02538406,eng-30-02538406-n,char
n02538406,eng-30-02538406-n,charr
n02538985,eng-30-02538985-n,whitefish
n02540412,eng-30-02540412-n,smelt
n02541687,eng-30-02541687-n,tarpon
n02541687,eng-30-02541687-n,Tarpon atlanticus
n02548247,eng-30-02548247-n,goosefish
n02548247,eng-30-02548247-n,angler
n02548247,eng-30-02548247-n,anglerfish
n02548247,eng-30-02548247-n,angler fish
n02548247,eng-30-02548247-n,monkfish
n02548247,eng-30-02548247-n,lotte
n02548247,eng-30-02548247-n,allmouth
n02548247,eng-30-02548247-n,Lophius Americanus
n02548689,eng-30-02548689-n,toadfish
n02548689,eng-30-02548689-n,Opsanus tau
n02549248,eng-30-02549248-n,frogfish
n02551134,eng-30-02551134-n,halfbeak
n02552171,eng-30-02552171-n,spiny-finned fish
n02552171,eng-30-02552171-n,acanthopterygian
n02553028,eng-30-02553028-n,lingcod
n02553028,eng-30-02553028-n,Ophiodon elongatus
n02554730,eng-30-02554730-n,percoid fish
n02554730,eng-30-02554730-n,percoid
n02554730,eng-30-02554730-n,percoidean
n02555863,eng-30-02555863-n,perch
n02556846,eng-30-02556846-n,perch
n02557182,eng-30-02557182-n,yellow perch
n02557182,eng-30-02557182-n,Perca flavescens
n02557318,eng-30-02557318-n,European perch
n02557318,eng-30-02557318-n,Perca fluviatilis
n02559862,eng-30-02559862-n,robalo
n02561108,eng-30-02561108-n,pike
n02561381,eng-30-02561381-n,northern pike
n02561381,eng-30-02561381-n,Esox lucius
n02561514,eng-30-02561514-n,muskellunge
n02561514,eng-30-02561514-n,Esox masquinongy
n02561661,eng-30-02561661-n,pickerel
n02562796,eng-30-02562796-n,crappie
n02563648,eng-30-02563648-n,pumpkinseed
n02563648,eng-30-02563648-n,Lepomis gibbosus
n02564403,eng-30-02564403-n,rock bass
n02564403,eng-30-02564403-n,rock sunfish
n02564403,eng-30-02564403-n,Ambloplites rupestris
n02564720,eng-30-02564720-n,black bass
n02564935,eng-30-02564935-n,Kentucky black bass
n02564935,eng-30-02564935-n,spotted black bass
n02564935,eng-30-02564935-n,Micropterus pseudoplites
n02565072,eng-30-02565072-n,smallmouth
n02565072,eng-30-02565072-n,smallmouth bass
n02565072,eng-30-02565072-n,smallmouthed bass
n02565072,eng-30-02565072-n,smallmouth black bass
n02565072,eng-30-02565072-n,smallmouthed black bass
n02565072,eng-30-02565072-n,Micropterus dolomieu
n02565324,eng-30-02565324-n,largemouth
n02565324,eng-30-02565324-n,largemouth bass
n02565324,eng-30-02565324-n,largemouthed bass
n02565324,eng-30-02565324-n,largemouth black bass
n02565324,eng-30-02565324-n,largemouthed black bass
n02565324,eng-30-02565324-n,Micropterus salmoides
n02566109,eng-30-02566109-n,serranid fish
n02566109,eng-30-02566109-n,serranid
n02567633,eng-30-02567633-n,rock sea bass
n02567633,eng-30-02567633-n,rock bass
n02567633,eng-30-02567633-n,Centropristis philadelphica
n02568087,eng-30-02568087-n,striped bass
n02568087,eng-30-02568087-n,striper
n02568087,eng-30-02568087-n,Roccus saxatilis
n02568087,eng-30-02568087-n,rockfish
n02568447,eng-30-02568447-n,stone bass
n02568447,eng-30-02568447-n,wreckfish
n02568447,eng-30-02568447-n,Polyprion americanus
n02568959,eng-30-02568959-n,grouper
n02569484,eng-30-02569484-n,hind
n02570164,eng-30-02570164-n,jewfish
n02570164,eng-30-02570164-n,Mycteroperca bonaci
n02570838,eng-30-02570838-n,surfperch
n02570838,eng-30-02570838-n,surffish
n02570838,eng-30-02570838-n,surf fish
n02571652,eng-30-02571652-n,bigeye
n02572196,eng-30-02572196-n,cardinalfish
n02573704,eng-30-02573704-n,bluefish
n02573704,eng-30-02573704-n,Pomatomus saltatrix
n02574271,eng-30-02574271-n,cobia
n02574271,eng-30-02574271-n,Rachycentron canadum
n02574271,eng-30-02574271-n,sergeant fish
n02574910,eng-30-02574910-n,remora
n02574910,eng-30-02574910-n,suckerfish
n02574910,eng-30-02574910-n,sucking fish
n02576575,eng-30-02576575-n,jack
n02576906,eng-30-02576906-n,crevalle jack
n02576906,eng-30-02576906-n,jack crevalle
n02576906,eng-30-02576906-n,Caranx hippos
n02577403,eng-30-02577403-n,rainbow runner
n02577403,eng-30-02577403-n,Elagatis bipinnulata
n02578771,eng-30-02578771-n,amberjack
n02578771,eng-30-02578771-n,amberfish
n02578928,eng-30-02578928-n,yellowtail
n02578928,eng-30-02578928-n,Seriola dorsalis
n02579303,eng-30-02579303-n,kingfish
n02579303,eng-30-02579303-n,Seriola grandis
n02579557,eng-30-02579557-n,pompano
n02583567,eng-30-02583567-n,characin
n02583567,eng-30-02583567-n,characin fish
n02583567,eng-30-02583567-n,characid
n02583890,eng-30-02583890-n,tetra
n02584145,eng-30-02584145-n,cardinal tetra
n02584145,eng-30-02584145-n,Paracheirodon axelrodi
n02585872,eng-30-02585872-n,cichlid
n02585872,eng-30-02585872-n,cichlid fish
n02586543,eng-30-02586543-n,snapper
n02588286,eng-30-02588286-n,grunt
n02590495,eng-30-02590495-n,sparid
n02590495,eng-30-02590495-n,sparid fish
