key	wordnet_id	synonyms
n03222176	eng-30-03222176-n	
n03222318	eng-30-03222318-n	
n03222516	eng-30-03222516-n	huisbel, zoemer, bel, deurbel, ding-dong, klingel
n03222722	eng-30-03222722-n	deurkozijn, deurlijst
n03223162	eng-30-03223162-n	
n03224603	eng-30-03224603-n	dakvenster
n03224753	eng-30-03224753-n	
n03224893	eng-30-03224893-n	slaapzaal, villa, studentenhuis
n03225108	eng-30-03225108-n	slaapzaal
n03225988	eng-30-03225988-n	tweepersoonsbed
n03226254	eng-30-03226254-n	bain-marie
n03226375	eng-30-03226375-n	
n03226538	eng-30-03226538-n	
n03226880	eng-30-03226880-n	dubbeldeur
n03227010	eng-30-03227010-n	
n03227184	eng-30-03227184-n	
n03227317	eng-30-03227317-n	
n03228016	eng-30-03228016-n	
n03228254	eng-30-03228254-n	doublet, tweelingwoord, wambuis
n03229244	eng-30-03229244-n	treknagel, deuvel, paspen
n03231160	eng-30-03231160-n	
n03231368	eng-30-03231368-n	
n03232309	eng-30-03232309-n	dijksloot
n03232417	eng-30-03232417-n	afwateringssyteem
n03232543	eng-30-03232543-n	
n03233123	eng-30-03233123-n	
n03233624	eng-30-03233624-n	dissel
n03233744	eng-30-03233744-n	basculebrug, hameibrug, hefbrug, klapbrug, klepbrug, ophaalbrug, valbrug, wipbrug
n03233905	eng-30-03233905-n	la, lade, schuif, schuifla, schuiflade
n03234164	eng-30-03234164-n	sportbroek, turnbroekje
n03235042	eng-30-03235042-n	
n03235180	eng-30-03235180-n	
n03235327	eng-30-03235327-n	
n03235796	eng-30-03235796-n	
n03236217	eng-30-03236217-n	baggerschip
n03236423	eng-30-03236423-n	baggermachine, baggermolen, baggerschip, moddermolen
n03236580	eng-30-03236580-n	baggeremmer
n03236735	eng-30-03236735-n	kledij, japon, jurk, kleed
n03237340	eng-30-03237340-n	
n03237416	eng-30-03237416-n	hogehoed
n03237839	eng-30-03237839-n	
n03237992	eng-30-03237992-n	huisjas, kamerjas, ochtendjas, peignoir, sjamberloek
n03238131	eng-30-03238131-n	kleedkamer, kleedruimte
n03238286	eng-30-03238286-n	
n03238586	eng-30-03238586-n	kaptafel, toilettafel
n03238762	eng-30-03238762-n	
n03238879	eng-30-03238879-n	rokoverhemd
n03239054	eng-30-03239054-n	full-dress, gala, galakleding, galakostuum
n03239259	eng-30-03239259-n	gala-uniform
n03239726	eng-30-03239726-n	boor, drilboor
n03240892	eng-30-03240892-n	
n03241496	eng-30-03241496-n	
n03242390	eng-30-03242390-n	
n03242506	eng-30-03242506-n	
n03242995	eng-30-03242995-n	aandrijfmechanisme, aandrijving, drijfwerk, transmissie
n03243218	eng-30-03243218-n	
n03244047	eng-30-03244047-n	
n03244231	eng-30-03244231-n	aandrijfas
n03244775	eng-30-03244775-n	
n03244919	eng-30-03244919-n	
n03245271	eng-30-03245271-n	
n03245421	eng-30-03245421-n	
n03245724	eng-30-03245724-n	bourdon, dreun, loei
n03245889	eng-30-03245889-n	drone
n03246197	eng-30-03246197-n	
n03246454	eng-30-03246454-n	rolscherm
n03246933	eng-30-03246933-n	klaptafel
n03249342	eng-30-03249342-n	apotheek, drogist, drogisterij
n03249569	eng-30-03249569-n	drum, kalfsvel, trom, trommel
n03250588	eng-30-03250588-n	slijpmachine, schuurder, schuurmachine, vlakschuurmachine
n03250847	eng-30-03250847-n	drumstok, drumstokje, trommelstok
n03250952	eng-30-03250952-n	
n03251766	eng-30-03251766-n	droger, droogautomaat, droogkap, droogtrommel, haardroger, haardroogkap, trommeldroger, wasdroger
n03251932	eng-30-03251932-n	
n03252637	eng-30-03252637-n	
n03253796	eng-30-03253796-n	duffel
n03253886	eng-30-03253886-n	
n03254046	eng-30-03254046-n	
n03254189	eng-30-03254189-n	dug-out, spelersbank
n03254374	eng-30-03254374-n	
n03254862	eng-30-03254862-n	
n03255030	eng-30-03255030-n	
n03255899	eng-30-03255899-n	
n03256032	eng-30-03256032-n	
n03256166	eng-30-03256166-n	
n03256631	eng-30-03256631-n	narrenkap, zotskap
n03256788	eng-30-03256788-n	
n03257210	eng-30-03257210-n	
n03257586	eng-30-03257586-n	kopieerapparaat, fotokopieerapparaat, kopieermachine
n03258192	eng-30-03258192-n	
n03258330	eng-30-03258330-n	poetsdoek, poetslap
n03258456	eng-30-03258456-n	
n03258577	eng-30-03258577-n	
n03259009	eng-30-03259009-n	blik
n03259280	eng-30-03259280-n	
n03259401	eng-30-03259401-n	braadpan
n03259505	eng-30-03259505-n	heem, huis, tehuis, honk, home, thuis, behuizing, woning, woongelegenheid, woonruimte
n03260849	eng-30-03260849-n	
n03261019	eng-30-03261019-n	oorlapje, oorlel
n03261395	eng-30-03261395-n	vroegtijdig waarschuwingssysteem
n03261603	eng-30-03261603-n	
n03261776	eng-30-03261776-n	oormicrofoon, hoofdtelefoon, koptelefoon, oortelefoon
n03262072	eng-30-03262072-n	
n03262248	eng-30-03262248-n	
n03262519	eng-30-03262519-n	aardewerk, keramiek
n03262717	eng-30-03262717-n	grondwerk
n03262809	eng-30-03262809-n	ezel, schildersezel
n03262932	eng-30-03262932-n	armstoel, club, fauteuil, leuningstoel, leunstoel, zetel
n03264906	eng-30-03264906-n	
n03266371	eng-30-03266371-n	gard, garde, klopper
n03266749	eng-30-03266749-n	dekbed, eiderdons
n03267468	eng-30-03267468-n	
n03267696	eng-30-03267696-n	
n03267821	eng-30-03267821-n	
n03268142	eng-30-03268142-n	
n03268311	eng-30-03268311-n	elleboog
n03268645	eng-30-03268645-n	
n03268790	eng-30-03268790-n	
n03268918	eng-30-03268918-n	
n03269203	eng-30-03269203-n	
n03269401	eng-30-03269401-n	
n03270165	eng-30-03270165-n	
n03270695	eng-30-03270695-n	
n03270854	eng-30-03270854-n	
n03271574	eng-30-03271574-n	
n03271865	eng-30-03271865-n	
n03272010	eng-30-03272010-n	elektrische gitaar
n03272383	eng-30-03272383-n	
n03272562	eng-30-03272562-n	elektrische locomotief
n03272810	eng-30-03272810-n	
n03272940	eng-30-03272940-n	
n03273061	eng-30-03273061-n	elektromotor
n03273551	eng-30-03273551-n	
n03273740	eng-30-03273740-n	
n03273913	eng-30-03273913-n	ijskast, koelkast
n03274435	eng-30-03274435-n	
n03274796	eng-30-03274796-n	elektrode
n03275566	eng-30-03275566-n	
n03276696	eng-30-03276696-n	elektrometer
n03277459	eng-30-03277459-n	
n03277602	eng-30-03277602-n	
n03277771	eng-30-03277771-n	
n03278248	eng-30-03278248-n	elektra
n03279153	eng-30-03279153-n	
n03279508	eng-30-03279508-n	elektronenmicroscoop
n03280394	eng-30-03280394-n	elektriseermachine
n03280644	eng-30-03280644-n	
n03281145	eng-30-03281145-n	lift
n03281524	eng-30-03281524-n	
n03281673	eng-30-03281673-n	
n03282060	eng-30-03282060-n	dijk, waterkering, binnendijk, kademuur, walmuur
n03282401	eng-30-03282401-n	
n03283221	eng-30-03283221-n	CSO, centrale spoedopvang, SEH, spoedeisende hulp
n03284308	eng-30-03284308-n	
n03284743	eng-30-03284743-n	glazuur, glazuursel
n03284886	eng-30-03284886-n	email-lak, emaillak
n03284981	eng-30-03284981-n	
n03285578	eng-30-03285578-n	
n03285912	eng-30-03285912-n	afzetting
n03286572	eng-30-03286572-n	
n03287351	eng-30-03287351-n	
n03287733	eng-30-03287733-n	aandrijving, locomotief, motor
n03288003	eng-30-03288003-n	
n03288500	eng-30-03288500-n	ingenieurswetenschap, machinekamer
n03288742	eng-30-03288742-n	Engelse hoorn
n03288886	eng-30-03288886-n	
n03289660	eng-30-03289660-n	vergroter, vergrotingsapparaat
n03289985	eng-30-03289985-n	ensemble
n03290195	eng-30-03290195-n	
n03291413	eng-30-03291413-n	
n03291741	eng-30-03291741-n	
n03291819	eng-30-03291819-n	couvert, briefomslag, envelop, enveloppe, omslag
n03291963	eng-30-03291963-n	omslag
n03292475	eng-30-03292475-n	degen, een tandje bijzetten
n03293741	eng-30-03293741-n	equaliser, equalizer
n03293863	eng-30-03293863-n	equatoriaal
n03294048	eng-30-03294048-n	toerusting, outillage, uitrusting, apparatuur
n03294604	eng-30-03294604-n	
n03294833	eng-30-03294833-n	bordenwisser
n03295246	eng-30-03295246-n	
n03296081	eng-30-03296081-n	
n03296217	eng-30-03296217-n	
n03296328	eng-30-03296328-n	
n03297103	eng-30-03297103-n	espadrille, spadrille
n03297495	eng-30-03297495-n	
n03297644	eng-30-03297644-n	
n03297735	eng-30-03297735-n	etablissement
n03298089	eng-30-03298089-n	
n03298716	eng-30-03298716-n	
n03298858	eng-30-03298858-n	
n03301291	eng-30-03301291-n	
n03301568	eng-30-03301568-n	euphonium
n03301833	eng-30-03301833-n	
n03301940	eng-30-03301940-n	
n03302671	eng-30-03302671-n	
n03302790	eng-30-03302790-n	
n03302938	eng-30-03302938-n	uitlaat
n03303217	eng-30-03303217-n	
n03303669	eng-30-03303669-n	
n03303831	eng-30-03303831-n	paviljoen, tentoonstellingsterrein
n03306385	eng-30-03306385-n	exprestrein, snelbus
n03307037	eng-30-03307037-n	verlengsnoer
n03307573	eng-30-03307573-n	
n03307792	eng-30-03307792-n	
n03308152	eng-30-03308152-n	
n03308481	eng-30-03308481-n	oogpotlood, wenkbrauwpotlood
n03308614	eng-30-03308614-n	
n03309110	eng-30-03309110-n	
n03309356	eng-30-03309356-n	ooglapje
n03309465	eng-30-03309465-n	oculair, oculairlens
n03309687	eng-30-03309687-n	oogschaduw
n03309808	eng-30-03309808-n	vod, kleed, geweven stof, doek, stof, textiel, weefsel
n03314227	eng-30-03314227-n	
n03314608	eng-30-03314608-n	
n03314780	eng-30-03314780-n	
n03314884	eng-30-03314884-n	
n03315644	eng-30-03315644-n	gevelbekleding, beschoeiing, schoeiing
n03315990	eng-30-03315990-n	
n03316105	eng-30-03316105-n	fax, telefax
n03316406	eng-30-03316406-n	papierfabriek, staalfabriek, textielfabriek, fabriek
n03317673	eng-30-03317673-n	
n03317788	eng-30-03317788-n	faience
n03317889	eng-30-03317889-n	
n03318136	eng-30-03318136-n	
n03318294	eng-30-03318294-n	
n03318865	eng-30-03318865-n	fautsoen
n03318983	eng-30-03318983-n	
n03319457	eng-30-03319457-n	
n03319745	eng-30-03319745-n	
n03320046	eng-30-03320046-n	ventilator, waaier
n03320421	eng-30-03320421-n	
n03320519	eng-30-03320519-n	
n03320845	eng-30-03320845-n	
n03320959	eng-30-03320959-n	
n03321103	eng-30-03321103-n	turbojet
n03321419	eng-30-03321419-n	
n03322570	eng-30-03322570-n	
n03322704	eng-30-03322704-n	
n03322836	eng-30-03322836-n	boerenwoning
n03322940	eng-30-03322940-n	
n03323096	eng-30-03323096-n	
n03323703	eng-30-03323703-n	houvast, sluiting
n03324928	eng-30-03324928-n	
n03325088	eng-30-03325088-n	kraan
n03325288	eng-30-03325288-n	
n03325403	eng-30-03325403-n	
n03325584	eng-30-03325584-n	
n03325941	eng-30-03325941-n	Stetson, borsalino, deukhoed, gleufhoed
n03326073	eng-30-03326073-n	
n03326371	eng-30-03326371-n	
n03326795	eng-30-03326795-n	vilt
n03326948	eng-30-03326948-n	kleurstift, stift, viltpen, viltstift
n03327133	eng-30-03327133-n	feloek
n03327234	eng-30-03327234-n	afsluiting, afrastering, hek, hekwerk, omheining, planket, schutting
n03327553	eng-30-03327553-n	schermmasker
n03327691	eng-30-03327691-n	
n03327841	eng-30-03327841-n	
n03329302	eng-30-03329302-n	reuzenrad
n03329536	eng-30-03329536-n	verbindingsring
n03329663	eng-30-03329663-n	ferry, ferryboot, pont, pontveer, veer, veerboot, veerdienst, veerpont
n03330665	eng-30-03330665-n	
n03331077	eng-30-03331077-n	fez
n03331599	eng-30-03331599-n	glasdraad
n03332005	eng-30-03332005-n	
n03332173	eng-30-03332173-n	
n03332393	eng-30-03332393-n	veldartillerie, veldgeschut
n03333129	eng-30-03333129-n	verrekijker
n03333252	eng-30-03333252-n	
n03333610	eng-30-03333610-n	
n03333711	eng-30-03333711-n	
n03334291	eng-30-03334291-n	
n03334382	eng-30-03334382-n	buitendienst
n03335030	eng-30-03335030-n	vechter
n03335333	eng-30-03335333-n	
n03335846	eng-30-03335846-n	
n03336282	eng-30-03336282-n	
n03336575	eng-30-03336575-n	gloeidraad
n03336839	eng-30-03336839-n	vijl
n03337383	eng-30-03337383-n	
n03337494	eng-30-03337494-n	
n03338287	eng-30-03338287-n	plombeersel, tandvulling
n03339296	eng-30-03339296-n	
n03339529	eng-30-03339529-n	
n03339643	eng-30-03339643-n	
n03340009	eng-30-03340009-n	filter
n03340723	eng-30-03340723-n	zoeker, vizier
n03340923	eng-30-03340923-n	opsmuk
n03341153	eng-30-03341153-n	vinger
n03341297	eng-30-03341297-n	toets
n03341606	eng-30-03341606-n	vingerkommetje
n03342015	eng-30-03342015-n	
n03342262	eng-30-03342262-n	
n03342657	eng-30-03342657-n	
n03343234	eng-30-03343234-n	
n03343354	eng-30-03343354-n	bekfluit, blokfluit
n03343737	eng-30-03343737-n	
n03343853	eng-30-03343853-n	vuurwapen
n03344305	eng-30-03344305-n	
n03344393	eng-30-03344393-n	
n03344509	eng-30-03344509-n	
n03344642	eng-30-03344642-n	
n03345487	eng-30-03345487-n	brandweerauto, brandweerwagen, brandspuit, waterspuit
n03345837	eng-30-03345837-n	annihilator, blusapparaat, brandblusapparaat, brandblusser, extincteur, nevelblusser
n03346135	eng-30-03346135-n	haardstel
n03346455	eng-30-03346455-n	haard, open haard, schouw, stookplaats
n03347037	eng-30-03347037-n	
n03347472	eng-30-03347472-n	
n03348868	eng-30-03348868-n	kamer, kruitkamer
n03349469	eng-30-03349469-n	reisapotheek
n03349771	eng-30-03349771-n	
n03349892	eng-30-03349892-n	
n03350204	eng-30-03350204-n	
n03350352	eng-30-03350352-n	
n03350456	eng-30-03350456-n	
n03350602	eng-30-03350602-n	
n03351151	eng-30-03351151-n	angel, haak, hoek, vishaak
n03351262	eng-30-03351262-n	visserman, vissersboot, vissersschip
n03351434	eng-30-03351434-n	stek, tuig, vistuig, want
n03351979	eng-30-03351979-n	hengelroede, hengel
n03354207	eng-30-03354207-n	opknapper
n03354903	eng-30-03354903-n	vaan, vlag
n03355768	eng-30-03355768-n	buikfles
n03355925	eng-30-03355925-n	vlaggenstok, vlaggestok
n03356559	eng-30-03356559-n	vlammenwerper
n03356858	eng-30-03356858-n	richel, flens
n03356982	eng-30-03356982-n	
n03357081	eng-30-03357081-n	gabardine
n03357267	eng-30-03357267-n	katoenflanel, molton
n03357716	eng-30-03357716-n	
n03358172	eng-30-03358172-n	
n03358380	eng-30-03358380-n	
n03358726	eng-30-03358726-n	
n03359137	eng-30-03359137-n	fakkel, zaklamp
n03359566	eng-30-03359566-n	flap, veldfles
n03360133	eng-30-03360133-n	strek
n03360622	eng-30-03360622-n	
n03360731	eng-30-03360731-n	
n03361297	eng-30-03361297-n	appartamentje
n03361380	eng-30-03361380-n	
n03361550	eng-30-03361550-n	
n03363749	eng-30-03363749-n	vuursteenslot
n03364008	eng-30-03364008-n	
n03364599	eng-30-03364599-n	
n03365374	eng-30-03365374-n	
n03365592	eng-30-03365592-n	vloer
n03365991	eng-30-03365991-n	etage, verdieping
n03366823	eng-30-03366823-n	vloerbedekking
n03367059	eng-30-03367059-n	schemerlamp
n03367410	eng-30-03367410-n	bloemist, bloemenwinkel, bloemenzaak, bloemisterij
n03367545	eng-30-03367545-n	
n03369276	eng-30-03369276-n	bugel
n03370387	eng-30-03370387-n	tl-buis, fluorescentielamp, lichtbuis, neonbuis
n03370646	eng-30-03370646-n	fluoroscoop, radioscoop, röntgenapparaat
n03372029	eng-30-03372029-n	dwarsfluit, fluit
n03373237	eng-30-03373237-n	
n03374372	eng-30-03374372-n	
n03374473	eng-30-03374473-n	
n03374570	eng-30-03374570-n	vliegenvanger
n03374649	eng-30-03374649-n	vliegwiel
n03374838	eng-30-03374838-n	
n03375171	eng-30-03375171-n	misthoorn
n03375575	eng-30-03375575-n	
n03376159	eng-30-03376159-n	schaapskooi, schaapsstal, schapenstal, schapestal
n03376279	eng-30-03376279-n	felser, felsmachine
n03376595	eng-30-03376595-n	klapstoel
n03376938	eng-30-03376938-n	
n03378005	eng-30-03378005-n	
n03378174	eng-30-03378174-n	foodprocessor, keukenhulp, keukenmachine
n03379051	eng-30-03379051-n	
n03379204	eng-30-03379204-n	
n03379343	eng-30-03379343-n	voetbad
n03379828	eng-30-03379828-n	voetbrug, voetgangersbrug
n03380724	eng-30-03380724-n	voetbank, voetenbankje, voetbankje, voetenplank
n03380867	eng-30-03380867-n	schoeisel
n03381126	eng-30-03381126-n	schoeisel
n03381450	eng-30-03381450-n	aanjager, compressor, perspomp
n03381776	eng-30-03381776-n	
n03382104	eng-30-03382104-n	voorkasteel, vooronder
n03382292	eng-30-03382292-n	voorplein
n03382533	eng-30-03382533-n	
n03382856	eng-30-03382856-n	fokkemast, fokkenmast
n03382969	eng-30-03382969-n	
n03383099	eng-30-03383099-n	fok
n03384167	eng-30-03384167-n	splitsing, vork
n03384352	eng-30-03384352-n	heftruck, vorkheftruck
n03384891	eng-30-03384891-n	avondjapon, avondjurk, avondkledij, avondkleding, avondtoilet, evening-dress, uitgaanskleding
n03385557	eng-30-03385557-n	
n03386011	eng-30-03386011-n	burcht, vestingwerk, fort, vesting
n03386544	eng-30-03386544-n	
n03386726	eng-30-03386726-n	foulard
n03386870	eng-30-03386870-n	
n03387323	eng-30-03387323-n	
n03387653	eng-30-03387653-n	gieterij, metaalfabriek
n03388043	eng-30-03388043-n	fontein, fonteintje
n03388183	eng-30-03388183-n	vulpen
n03388323	eng-30-03388323-n	
n03388549	eng-30-03388549-n	hemelbed
n03389611	eng-30-03389611-n	
n03389761	eng-30-03389761-n	
n03390327	eng-30-03390327-n	
n03390673	eng-30-03390673-n	
n03390786	eng-30-03390786-n	
n03390983	eng-30-03390983-n	
n03391301	eng-30-03391301-n	
n03391770	eng-30-03391770-n	framework, kader, draagstel, frame, geraamte, gestel, skelet
n03392741	eng-30-03392741-n	frankeermachine
n03393761	eng-30-03393761-n	
n03393912	eng-30-03393912-n	goederenwagen, goederenwagon
n03394480	eng-30-03394480-n	goederentrein
n03394649	eng-30-03394649-n	
n03394916	eng-30-03394916-n	hoorn, horen, waldhoorn
n03395859	eng-30-03395859-n	
n03396074	eng-30-03396074-n	
n03396580	eng-30-03396580-n	klooster, monnikenklooster
n03396654	eng-30-03396654-n	
n03397266	eng-30-03397266-n	fregat
n03397532	eng-30-03397532-n	volant
n03397947	eng-30-03397947-n	frisbee
n03398228	eng-30-03398228-n	
n03399677	eng-30-03399677-n	
n03399761	eng-30-03399761-n	
n03400231	eng-30-03400231-n	braadpan, bakpan, hapjespan, koekenpan
n03400972	eng-30-03400972-n	
n03401129	eng-30-03401129-n	benzinemeter
n03401279	eng-30-03401279-n	
n03401721	eng-30-03401721-n	
n03402188	eng-30-03402188-n	
n03402511	eng-30-03402511-n	
n03403643	eng-30-03403643-n	trechter
n03404149	eng-30-03404149-n	vacht, pels, bont, bontje
n03404251	eng-30-03404251-n	bontjas, bontmantel
n03404360	eng-30-03404360-n	bontmuts, pelsmuts
n03404449	eng-30-03404449-n	ketel, oven
n03405111	eng-30-03405111-n	
n03405265	eng-30-03405265-n	boedel, huisraad, inboedel, inventaris, meubilair, meubilering
n03405595	eng-30-03405595-n	
n03405725	eng-30-03405725-n	meubilair, meubel, meubelstuk
n03407369	eng-30-03407369-n	smeltdraad, smeltstop, stop, zekering
n03408054	eng-30-03408054-n	casco, romp, vliegtuigromp
n03408340	eng-30-03408340-n	
n03409297	eng-30-03409297-n	
n03409393	eng-30-03409393-n	gevelspits
n03409591	eng-30-03409591-n	zadeldak
n03410022	eng-30-03410022-n	
n03410423	eng-30-03410423-n	
n03410571	eng-30-03410571-n	
n03410740	eng-30-03410740-n	prop
n03410938	eng-30-03410938-n	
n03411079	eng-30-03411079-n	slobkous
n03411208	eng-30-03411208-n	
n03411927	eng-30-03411927-n	
n03412058	eng-30-03412058-n	galerij, kunstgalerij, galerie
n03413264	eng-30-03413264-n	galvanometer
n03413428	eng-30-03413428-n	casino, gokhol, gokpaleis, goktent, speelbank, speelhol, speelhuis
n03413828	eng-30-03413828-n	
n03414029	eng-30-03414029-n	jagerstas, weitas
n03414162	eng-30-03414162-n	
n03414676	eng-30-03414676-n	speeltafel
n03416094	eng-30-03416094-n	seinbrug, portaal
n03416489	eng-30-03416489-n	garage, garagebedrijf
n03416775	eng-30-03416775-n	
n03416900	eng-30-03416900-n	huisvuil, vuil, afval
n03417042	eng-30-03417042-n	vuilniswagen
n03417345	eng-30-03417345-n	
n03418242	eng-30-03418242-n	
n03418402	eng-30-03418402-n	
n03418915	eng-30-03418915-n	knoflookpers
n03419014	eng-30-03419014-n	kledingstuk
n03420345	eng-30-03420345-n	
n03420801	eng-30-03420801-n	
n03421117	eng-30-03421117-n	jarretel, jarretel(le), jarretelle, kouseband, kousenband, kousophouder, sokophouder
n03421324	eng-30-03421324-n	jarretel(l)egordel, jarretel(le)gordel, jarretelgordel
n03421485	eng-30-03421485-n	
n03421669	eng-30-03421669-n	
n03422072	eng-30-03422072-n	gasbrander
n03422589	eng-30-03422589-n	
n03422771	eng-30-03422771-n	gasmotor
n03423099	eng-30-03423099-n	
n03423306	eng-30-03423306-n	
n03423479	eng-30-03423479-n	gashaard, gaskachel
n03423568	eng-30-03423568-n	gashouder, gasketel
n03423719	eng-30-03423719-n	pakking
n03423877	eng-30-03423877-n	gaslamp
n03424325	eng-30-03424325-n	gasmasker
n03424489	eng-30-03424489-n	gasmeter
n03424630	eng-30-03424630-n	benzinemotor
n03424862	eng-30-03424862-n	
n03425241	eng-30-03425241-n	gasoven
n03425413	eng-30-03425413-n	benzinepomp
n03425595	eng-30-03425595-n	gasfornuis
n03425769	eng-30-03425769-n	
n03426134	eng-30-03426134-n	gastank
n03426285	eng-30-03426285-n	
n03426574	eng-30-03426574-n	
n03426871	eng-30-03426871-n	
n03427202	eng-30-03427202-n	
n03427296	eng-30-03427296-n	poort, hek, toegangshek
n03428090	eng-30-03428090-n	portierswoning
n03428349	eng-30-03428349-n	hekpaal
n03429003	eng-30-03429003-n	
n03429137	eng-30-03429137-n	
n03429288	eng-30-03429288-n	
n03429682	eng-30-03429682-n	
n03429771	eng-30-03429771-n	kaphandschoen
n03429914	eng-30-03429914-n	weefsel, gaas, tetra
n03430418	eng-30-03430418-n	zomerhuis, tuinhuisje, prieel, theehuisje
n03430551	eng-30-03430551-n	kamrad, kamwiel, rad, rondsel, tandrad, tandwiel
n03430959	eng-30-03430959-n	spullen, onderdelen, spulletjes, parafernalia, toebehoren
n03431243	eng-30-03431243-n	versnelling
n03432061	eng-30-03432061-n	
n03432129	eng-30-03432129-n	versnellingspook
n03433877	eng-30-03433877-n	aggregaat, generator
n03434188	eng-30-03434188-n	
n03434285	eng-30-03434285-n	
n03435593	eng-30-03435593-n	
n03435743	eng-30-03435743-n	
n03435991	eng-30-03435991-n	
n03436182	eng-30-03436182-n	
n03436417	eng-30-03436417-n	
n03436549	eng-30-03436549-n	geschenkverpakking
n03436656	eng-30-03436656-n	concert, optreden, schnabbel
n03436891	eng-30-03436891-n	
n03437430	eng-30-03437430-n	verguldsel
n03437741	eng-30-03437741-n	katoenen stof
n03437829	eng-30-03437829-n	girande
n03437941	eng-30-03437941-n	balk
n03438071	eng-30-03438071-n	band, broeksband, ceintuur, gordel, gordelriem, riem, rokband
n03438257	eng-30-03438257-n	drinkglas, glaasje, glas
n03438780	eng-30-03438780-n	
n03438863	eng-30-03438863-n	brillenhuis, brillenkoker
n03439631	eng-30-03439631-n	
n03439814	eng-30-03439814-n	glider, zweeftoestel, zweefvliegtuig
n03440682	eng-30-03440682-n	klokkenspel
n03441112	eng-30-03441112-n	handschoen
n03441345	eng-30-03441345-n	handschoenenkastje, dashboardkastje
n03442597	eng-30-03442597-n	
n03442756	eng-30-03442756-n	doel, goal, hok, kooi
n03443005	eng-30-03443005-n	doelmond, doelvlak
n03443149	eng-30-03443149-n	doelpaal
n03443371	eng-30-03443371-n	
n03443912	eng-30-03443912-n	motorbril, schutbril, sneeuwbril, stofbril, uilenbril, veiligheidsbril
n03444034	eng-30-03444034-n	
n03445617	eng-30-03445617-n	
n03445777	eng-30-03445777-n	
n03445924	eng-30-03445924-n	
n03446070	eng-30-03446070-n	
n03446832	eng-30-03446832-n	
n03447075	eng-30-03447075-n	
n03447358	eng-30-03447358-n	
n03447447	eng-30-03447447-n	gondel
n03447721	eng-30-03447721-n	tamtam
n03448590	eng-30-03448590-n	
n03448956	eng-30-03448956-n	
n03449309	eng-30-03449309-n	
n03449451	eng-30-03449451-n	kop, kalebas
n03449564	eng-30-03449564-n	
n03449858	eng-30-03449858-n	
n03450230	eng-30-03450230-n	gewaad
n03450734	eng-30-03450734-n	
n03450974	eng-30-03450974-n	
n03451120	eng-30-03451120-n	
n03451253	eng-30-03451253-n	
n03451798	eng-30-03451798-n	graffiti
n03452267	eng-30-03452267-n	draaitafel, grammofoon, pick-up, platenspeler
n03452449	eng-30-03452449-n	graanschuur, graanzolder, korenschuur, korenzolder
n03452741	eng-30-03452741-n	vleugelpiano, vleugel
n03454211	eng-30-03454211-n	
n03454442	eng-30-03454442-n	
n03454536	eng-30-03454536-n	rooster
n03454707	eng-30-03454707-n	
n03454885	eng-30-03454885-n	rasp
n03455488	eng-30-03455488-n	zerk, grafsteen
n03456024	eng-30-03456024-n	juskom
n03456186	eng-30-03456186-n	
n03456299	eng-30-03456299-n	
n03456447	eng-30-03456447-n	schmink
n03456548	eng-30-03456548-n	
n03456665	eng-30-03456665-n	mantel, overjas, pardessus
n03457008	eng-30-03457008-n	
n03457451	eng-30-03457451-n	Greave
n03457686	eng-30-03457686-n	groentewinkel
n03457902	eng-30-03457902-n	broeikas, kas, serre
n03458271	eng-30-03458271-n	handgranaat, granaat, schokgranaat
n03459328	eng-30-03459328-n	bakplaat, ovenplaat
n03460040	eng-30-03460040-n	slijpapparaat, slijper
n03460147	eng-30-03460147-n	
n03460297	eng-30-03460297-n	
n03460899	eng-30-03460899-n	
n03461385	eng-30-03461385-n	kruidenier
n03461882	eng-30-03461882-n	kruisgraatgewelf, kruisgewelf, puntgewelf
n03461988	eng-30-03461988-n	Groover
n03462110	eng-30-03462110-n	
n03463381	eng-30-03463381-n	[[eerste]] [[verdieping]], begane grond, eerste verdieping, bel-etage, beletage, benedenhuis, benedenverdieping, benedenwoning, onderhuis, parterre, rez-de-chaussée
n03463666	eng-30-03463666-n	grondzeil
n03464053	eng-30-03464053-n	string
n03464628	eng-30-03464628-n	
n03465151	eng-30-03465151-n	
n03465426	eng-30-03465426-n	
n03465500	eng-30-03465500-n	
n03465718	eng-30-03465718-n	gastenkamer, logeerkamer
n03465818	eng-30-03465818-n	
n03466162	eng-30-03466162-n	geleidewapen
n03466839	eng-30-03466839-n	gildehuis
n03467517	eng-30-03467517-n	gitaar
n03467984	eng-30-03467984-n	pistool, vuurwapen, geweer, kanon, stuk
n03468696	eng-30-03468696-n	
n03468821	eng-30-03468821-n	
n03469493	eng-30-03469493-n	ontstekingsmechanisme, ontstekingsmiddel
n03469832	eng-30-03469832-n	
n03469903	eng-30-03469903-n	jutezak
n03470629	eng-30-03470629-n	
n03471190	eng-30-03471190-n	
n03471347	eng-30-03471347-n	
n03471779	eng-30-03471779-n	scheerlijn, spanlijn, stormlijn, tui, tuidraad
n03472232	eng-30-03472232-n	sporter, trimtoestel
n03472535	eng-30-03472535-n	sneaker, tennisschoen
n03473227	eng-30-03473227-n	gyroscoop
n03473966	eng-30-03473966-n	habijt, kap, monnikengewaad, monnikspij, ordekleed, pij
n03474352	eng-30-03474352-n	haciënda
n03474779	eng-30-03474779-n	metaalzaag, beugelzaag
n03474896	eng-30-03474896-n	steel, heft
