key,wordnet_id,lemma,translation
n02105855,eng-30-02105855-n,Shetland,Shetland
n02106030,eng-30-02106030-n,collie,collie
n02106166,eng-30-02106166-n,Border collie,Border collie
n02106382,eng-30-02106382-n,Bouvier des Flandres,Bouvier
n02106382,eng-30-02106382-n,Bouviers des Flandres,Vlaamse Koehond
n02106550,eng-30-02106550-n,Rottweiler,Rottweiler
n02106966,eng-30-02106966-n,pinscher,pinscher
n02107142,eng-30-02107142-n,Doberman,Doberman
n02107142,eng-30-02107142-n,Doberman pinscher,doberman
n02107420,eng-30-02107420-n,Sennenhunde,Sennenhunde
n02107574,eng-30-02107574-n,Greater Swiss Mountain dog,Greater hond Swiss Mountain
n02107683,eng-30-02107683-n,Bernese mountain dog,Berner Sennenhond
n02107908,eng-30-02107908-n,Appenzeller,Appenzeller
n02108000,eng-30-02108000-n,EntleBucher,Entlebucher
n02108422,eng-30-02108422-n,bull mastiff,bull mastiff
n02109047,eng-30-02109047-n,Great Dane,Deense dog
n02109150,eng-30-02109150-n,guide dog,geleidehond
n02109525,eng-30-02109525-n,Saint Bernard,Sint Bernard
n02109525,eng-30-02109525-n,St Bernard,St Bernard
n02110063,eng-30-02110063-n,malamute,malamute
n02110063,eng-30-02110063-n,malemute,malemute
n02110063,eng-30-02110063-n,Alaskan malamute,Alaskan malamute
n02110627,eng-30-02110627-n,affenpinscher,affenpinscher
n02110627,eng-30-02110627-n,monkey pinscher,aap pinscher
n02110627,eng-30-02110627-n,monkey dog,aap hond
n02110806,eng-30-02110806-n,basenji,basenji
n02111129,eng-30-02111129-n,Leonberg,Leonberg
n02111277,eng-30-02111277-n,Newfoundland,Newfoundland
n02111277,eng-30-02111277-n,Newfoundland dog,newfoundland
n02111500,eng-30-02111500-n,Great Pyrenees,De grote Pyreneeën
n02111626,eng-30-02111626-n,spitz,keeshond
n02112497,eng-30-02112497-n,griffon,vale
n02112497,eng-30-02112497-n,Brussels griffon,Brussels griffon
n02112497,eng-30-02112497-n,Belgian griffon,Belgische Griffon
n02112826,eng-30-02112826-n,corgi,corgi
n02112826,eng-30-02112826-n,Welsh corgi,Welsh corgi
n02113023,eng-30-02113023-n,Pembroke,Pembroke
n02113023,eng-30-02113023-n,Pembroke Welsh corgi,Pembroke Welsh corgi
n02113186,eng-30-02113186-n,Cardigan,Cardigan
n02113186,eng-30-02113186-n,Cardigan Welsh corgi,Cardigan Welsh corgi
n02113624,eng-30-02113624-n,toy poodle,toy poedel
n02113712,eng-30-02113712-n,miniature poodle,miniatuur poedel
n02113799,eng-30-02113799-n,standard poodle,standaard poedel
n02113892,eng-30-02113892-n,large poodle,grote poedel
n02113978,eng-30-02113978-n,Mexican hairless,Mexicaanse naakthond
n02114712,eng-30-02114712-n,red wolf,rode wolf
n02114712,eng-30-02114712-n,maned wolf,maned wolf
n02114712,eng-30-02114712-n,Canis rufus,Canis rufus
n02114712,eng-30-02114712-n,Canis niger,canis niger
n02115335,eng-30-02115335-n,wild dog,wilde hond
n02115913,eng-30-02115913-n,dhole,wildhond
n02115913,eng-30-02115913-n,Cuon alpinus,Cuon alpinus
n02116738,eng-30-02116738-n,African hunting dog,Afrikaanse jachthond
n02116738,eng-30-02116738-n,hyena dog,hyena hond
n02116738,eng-30-02116738-n,Cape hunting dog,Cape jachthond
n02116738,eng-30-02116738-n,Lycaon pictus,pictus Lycaon
n02117512,eng-30-02117512-n,striped hyena,gestreepte hyena
n02117512,eng-30-02117512-n,Hyaena hyaena,hyaena hyena
n02117646,eng-30-02117646-n,brown hyena,bruine hyena
n02117646,eng-30-02117646-n,strand wolf,streng wolf
n02117646,eng-30-02117646-n,Hyaena brunnea,hyaena brunnea
n02117900,eng-30-02117900-n,spotted hyena,gevlekte hyena
n02117900,eng-30-02117900-n,laughing hyena,lachen hyena
n02117900,eng-30-02117900-n,Crocuta crocuta,crocuta crocuta
n02119022,eng-30-02119022-n,red fox,rode vos
n02119022,eng-30-02119022-n,Vulpes vulpes,vulpes vulpes
n02119477,eng-30-02119477-n,red fox,rode vos
n02119477,eng-30-02119477-n,Vulpes fulva,vulpes fulva
n02119634,eng-30-02119634-n,kit fox,kit fox
n02119634,eng-30-02119634-n,prairie fox,prairie vos
n02119634,eng-30-02119634-n,Vulpes velox,vulpes velox
n02119789,eng-30-02119789-n,kit fox,kit fox
n02119789,eng-30-02119789-n,Vulpes macrotis,vulpes macrotis
n02120079,eng-30-02120079-n,Arctic fox,poolvos
n02120079,eng-30-02120079-n,white fox,witte vos
n02120079,eng-30-02120079-n,Alopex lagopus,Alopex lagopus
n02120505,eng-30-02120505-n,grey fox,grijze vos
n02120505,eng-30-02120505-n,gray fox,grijze vos
n02120505,eng-30-02120505-n,Urocyon cinereoargenteus,Urocyon cinereoargenteus
n02120997,eng-30-02120997-n,feline,katachtig
n02120997,eng-30-02120997-n,felid,felid
n02121808,eng-30-02121808-n,domestic cat,huiskat
n02121808,eng-30-02121808-n,house cat,huiskat
n02121808,eng-30-02121808-n,Felis domesticus,Felis domesticus
n02121808,eng-30-02121808-n,Felis catus,Felis catus
n02122580,eng-30-02122580-n,stray,verdwaald
n02122878,eng-30-02122878-n,tabby,gestreept
n02122878,eng-30-02122878-n,queen,koningin
n02123045,eng-30-02123045-n,tabby,gestreept
n02123045,eng-30-02123045-n,tabby cat,tabby kat
n02123159,eng-30-02123159-n,tiger cat,tijgerkat
n02123394,eng-30-02123394-n,Persian cat,Perzische kat
n02123478,eng-30-02123478-n,Angora,Angora
n02123478,eng-30-02123478-n,Angora cat,Angora kat
n02123917,eng-30-02123917-n,Burmese cat,Birmaanse kat
n02124075,eng-30-02124075-n,Egyptian cat,Egyptische kat
n02124623,eng-30-02124623-n,wildcat,wilde kat
n02125081,eng-30-02125081-n,European wildcat,Europese wilde kat
n02125081,eng-30-02125081-n,catamountain,catamountain
n02125081,eng-30-02125081-n,Felis silvestris,Felis silvestris
n02125689,eng-30-02125689-n,jaguarundi,jaguarundi
n02125689,eng-30-02125689-n,jaguarundi cat,jaguarundi cat
n02125689,eng-30-02125689-n,jaguarondi,Jaguarundi
n02125689,eng-30-02125689-n,eyra,Eyra
n02125689,eng-30-02125689-n,Felis yagouaroundi,Felis yagouaroundi
n02127292,eng-30-02127292-n,common lynx,gemeenschappelijke lynx
n02127292,eng-30-02127292-n,Lynx lynx,Lynx lynx
n02127381,eng-30-02127381-n,Canada lynx,De lynx van Canada
n02127381,eng-30-02127381-n,Lynx canadensis,Lynx canadensis
n02127482,eng-30-02127482-n,bobcat,bobcat
n02127482,eng-30-02127482-n,bay lynx,baai lynx
n02127482,eng-30-02127482-n,Lynx rufus,Lynx rufus
n02127586,eng-30-02127586-n,spotted lynx,gespot lynx
n02127586,eng-30-02127586-n,Lynx pardina,Lynx pardina
n02127808,eng-30-02127808-n,big cat,grote kat
n02127808,eng-30-02127808-n,cat,kat
n02130086,eng-30-02130086-n,tiglon,Tiglon
n02130086,eng-30-02130086-n,tigon,teeuw
n02132320,eng-30-02132320-n,bruin,bruin
n02132466,eng-30-02132466-n,Syrian bear,Syrische bear
n02132466,eng-30-02132466-n,Ursus arctos syriacus,Ursusarctos syriacus
n02132788,eng-30-02132788-n,Alaskan brown bear,Alaskan bruine beer
n02132788,eng-30-02132788-n,Kodiak bear,Kodiak beer
n02132788,eng-30-02132788-n,Kodiak,Kodiak
n02132788,eng-30-02132788-n,Ursus middendorffi,Ursus middendorffi
n02132788,eng-30-02132788-n,Ursus arctos middendorffi,Ursusarctos middendorffi
n02134418,eng-30-02134418-n,sloth bear,luiaard beer
n02134418,eng-30-02134418-n,Melursus ursinus,Melursus ursinus
n02134418,eng-30-02134418-n,Ursus ursinus,Ursus ursinus
n02136452,eng-30-02136452-n,fossa,fossa
n02136452,eng-30-02136452-n,fossa cat,fossa cat
n02136452,eng-30-02136452-n,Cryptoprocta ferox,Cryptoprocta ferox
n02138441,eng-30-02138441-n,meerkat,meerkat
n02138441,eng-30-02138441-n,mierkat,mierkat
n02138647,eng-30-02138647-n,slender-tailed meerkat,slender-tailed meerkat
n02138647,eng-30-02138647-n,Suricata suricatta,Suricata
n02138777,eng-30-02138777-n,suricate,suricate
n02138777,eng-30-02138777-n,Suricata tetradactyla,Suricata tetradactyla
n02141306,eng-30-02141306-n,carnivorous bat,vleesetende vleermuis
n02141306,eng-30-02141306-n,microbat,microchiroptera
n02141713,eng-30-02141713-n,leafnose bat,leafnose bat
n02141713,eng-30-02141713-n,leaf-nosed bat,blad-nosed bat
n02145424,eng-30-02145424-n,vespertilian bat,vespertilian bat
n02145424,eng-30-02145424-n,vespertilionid,vespertilionid
n02146201,eng-30-02146201-n,red bat,rode vleermuis
n02146201,eng-30-02146201-n,Lasiurus borealis,lasiurus borealis
n02146371,eng-30-02146371-n,brown bat,bruine knuppel
n02146700,eng-30-02146700-n,little brown bat,weinig bruine knuppel
n02146700,eng-30-02146700-n,little brown myotis,kleine bruine myotis
n02146700,eng-30-02146700-n,Myotis leucifugus,Myotis leucifugus
n02146879,eng-30-02146879-n,cave myotis,grot myotis
n02146879,eng-30-02146879-n,Myotis velifer,Myotis velifer
n02147173,eng-30-02147173-n,big brown bat,grote bruine vleermuis
n02147173,eng-30-02147173-n,Eptesicus fuscus,Eptesicus fuscus
n02147328,eng-30-02147328-n,serotine,Laatvlieger
n02147328,eng-30-02147328-n,European brown bat,Europese bruine vleermuis
n02147328,eng-30-02147328-n,Eptesicus serotinus,Eptesicus serotinus
n02147591,eng-30-02147591-n,pallid bat,bleke vleermuis
n02147591,eng-30-02147591-n,cave bat,grot vleermuis
n02147591,eng-30-02147591-n,Antrozous pallidus,Antrozous pallidus
n02147947,eng-30-02147947-n,pipistrelle,pipistrelle
n02147947,eng-30-02147947-n,pipistrel,Pipistrel
n02147947,eng-30-02147947-n,Pipistrellus pipistrellus,Pipistrellus pipistrellus
n02148835,eng-30-02148835-n,long-eared bat,grootoorvleermuis
n02149420,eng-30-02149420-n,freetail,Freetail
n02149420,eng-30-02149420-n,free-tailed bat,bulvleermuizen
n02149420,eng-30-02149420-n,freetailed bat,freetailed bat
n02150482,eng-30-02150482-n,vampire bat,vampier vleermuis
n02150482,eng-30-02150482-n,true vampire bat,ware vampier
n02153809,eng-30-02153809-n,fossorial mammal,fossorial zoogdier
n02156732,eng-30-02156732-n,tetrapod,tetrapod
n02157206,eng-30-02157206-n,hexapod,hexapod
n02160947,eng-30-02160947-n,social insect,sociale insect
n02161338,eng-30-02161338-n,defoliator,defoliator
n02161457,eng-30-02161457-n,pollinator,bestuiver
n02165105,eng-30-02165105-n,tiger beetle,tijgerkever
n02165877,eng-30-02165877-n,two-spotted ladybug,dubbel gevlekte lieveheersbeestje
n02165877,eng-30-02165877-n,Adalia bipunctata,Adalia bipunctata
n02166229,eng-30-02166229-n,Mexican bean beetle,Mexican bean beetle
n02166229,eng-30-02166229-n,bean beetle,boonkever
n02166229,eng-30-02166229-n,Epilachna varivestis,Epilachna varivestis
n02166567,eng-30-02166567-n,Hippodamia convergens,Hippodamia convergens
n02166826,eng-30-02166826-n,vedalia,vedalia
n02166826,eng-30-02166826-n,Rodolia cardinalis,Rodolia cardinalis
n02167151,eng-30-02167151-n,ground beetle,loopkever
n02167151,eng-30-02167151-n,carabid beetle,carabid kever
n02168699,eng-30-02168699-n,long-horned beetle,boktor
n02168699,eng-30-02168699-n,longicorn,longicorn
n02168699,eng-30-02168699-n,longicorn beetle,longicorn kever
n02169705,eng-30-02169705-n,flea beetle,aardvlo
n02170400,eng-30-02170400-n,carpet beetle,tapijt kever
n02170400,eng-30-02170400-n,carpet bug,tapijt bug
n02170993,eng-30-02170993-n,clerid beetle,clerid kever
n02170993,eng-30-02170993-n,clerid,clerid
n02172870,eng-30-02172870-n,June beetle,juni kever
n02172870,eng-30-02172870-n,June bug,juni bug
n02172870,eng-30-02172870-n,May bug,meikever
n02172870,eng-30-02172870-n,May beetle,Mei kever
n02173373,eng-30-02173373-n,Japanese beetle,Japanse kever
n02173373,eng-30-02173373-n,Popillia japonica,Popillia japonica
n02173784,eng-30-02173784-n,Oriental beetle,Oriental kever
n02173784,eng-30-02173784-n,Asiatic beetle,Aziatische kever
n02173784,eng-30-02173784-n,Anomala orientalis,anomala orientalis
n02174001,eng-30-02174001-n,rhinoceros beetle,neushoorn kever
n02174355,eng-30-02174355-n,melolonthid beetle,melolonthid kever
n02175569,eng-30-02175569-n,rose chafer,namen chafer
n02175569,eng-30-02175569-n,rose beetle,steeg kever
n02175569,eng-30-02175569-n,Cetonia aurata,Cetonia aurata
n02176261,eng-30-02176261-n,elaterid beetle,elaterid kever
n02176261,eng-30-02176261-n,elater,elater
n02176261,eng-30-02176261-n,elaterid,elaterid
n02176916,eng-30-02176916-n,wireworm,draadworm
n02177775,eng-30-02177775-n,deathwatch beetle,bonte knaagkever
n02177775,eng-30-02177775-n,deathwatch,doodgraver
n02177775,eng-30-02177775-n,Xestobium rufovillosum,Xestobium rufovillosum
n02179012,eng-30-02179012-n,blister beetle,blaarkever
n02179012,eng-30-02179012-n,meloid,meloid
n02180233,eng-30-02180233-n,bark beetle,schorskever
n02180875,eng-30-02180875-n,rove beetle,Kortschildkever
n02181235,eng-30-02181235-n,darkling beetle,zwartlijven
n02181235,eng-30-02181235-n,darkling groung beetle,darkling groung kever
n02181235,eng-30-02181235-n,tenebrionid,tenebrionid
n02182045,eng-30-02182045-n,seed beetle,zaad kever
n02182045,eng-30-02182045-n,seed weevil,zaad weevil
n02183096,eng-30-02183096-n,Asian longhorned beetle,Loofhoutboktor
n02183096,eng-30-02183096-n,Anoplophora glabripennis,Anoplophora glabripennis
n02191273,eng-30-02191273-n,tsetse fly,tseetseevlieg
n02191273,eng-30-02191273-n,tsetse,tseetseevlieg
n02191273,eng-30-02191273-n,tzetze fly,tzetze fly
n02191273,eng-30-02191273-n,tzetze,tzetze
n02191273,eng-30-02191273-n,glossina,glossina
n02191979,eng-30-02191979-n,bluebottle,bromvlieg
n02191979,eng-30-02191979-n,Calliphora vicina,roodwangbromvlieg
n02192252,eng-30-02192252-n,greenbottle,greenbottle
n02192252,eng-30-02192252-n,greenbottle fly,vlieg Greenbottle
n02192513,eng-30-02192513-n,flesh fly,vleesvlieg
n02192513,eng-30-02192513-n,Sarcophaga carnaria,dambordvlieg
n02192814,eng-30-02192814-n,tachina fly,Tachina fly
n02193009,eng-30-02193009-n,gadfly,horzel
n02195819,eng-30-02195819-n,bee fly,bijenvlieg
n02196119,eng-30-02196119-n,robber fly,roversvlieg
n02196119,eng-30-02196119-n,bee killer,bee killer
n02196344,eng-30-02196344-n,fruit fly,fruit vlieg
n02196344,eng-30-02196344-n,pomace fly,afvallen fly
n02198532,eng-30-02198532-n,louse fly,luis fly
n02198532,eng-30-02198532-n,hippoboscid,hippoboscid
n02200509,eng-30-02200509-n,wiggler,wiggler
n02200509,eng-30-02200509-n,wriggler,draaier
n02200850,eng-30-02200850-n,yellow-fever mosquito,gele koorts mosquito
n02200850,eng-30-02200850-n,Aedes aegypti,Aedes aegypti
n02201497,eng-30-02201497-n,anopheline,anopheline
n02201626,eng-30-02201626-n,malarial mosquito,malariamug
n02201626,eng-30-02201626-n,malaria mosquito,malariamug
n02202006,eng-30-02202006-n,common mosquito,gemeenschappelijke mug
n02202006,eng-30-02202006-n,Culex pipiens,Culex pipiens
n02202124,eng-30-02202124-n,Culex quinquefasciatus,Culex quinquefasciatus
n02202124,eng-30-02202124-n,Culex fatigans,Culex fatigans
n02204722,eng-30-02204722-n,fungus gnat,schimmel mug
n02204722,eng-30-02204722-n,sciara,Sciara
n02204722,eng-30-02204722-n,sciarid,varenrouwmug
n02205219,eng-30-02205219-n,crane fly,langpootmug
n02205219,eng-30-02205219-n,daddy longlegs,hooiwagen
n02208498,eng-30-02208498-n,Africanized bee,Africanized bee
n02208498,eng-30-02208498-n,Africanized honey bee,Africanized honingbij
n02208498,eng-30-02208498-n,killer bee,killer bee
n02208498,eng-30-02208498-n,Apis mellifera scutellata,Apis mellifera scutellata
n02208498,eng-30-02208498-n,Apis mellifera adansonii,Apis mellifera adansonii
n02208848,eng-30-02208848-n,black bee,zwarte honingbij
n02208848,eng-30-02208848-n,German bee,Duitse bee
n02209111,eng-30-02209111-n,Italian bee,Italiaanse bee
n02209354,eng-30-02209354-n,carpenter bee,houtbij
n02210427,eng-30-02210427-n,andrena,Andrena
n02210427,eng-30-02210427-n,andrenid,andrenid
n02210427,eng-30-02210427-n,mining bee,mijnbouw bee
n02211444,eng-30-02211444-n,leaf-cutting bee,Blad-scherpe bee
n02211444,eng-30-02211444-n,leaf-cutter,leaf-cutter
n02211444,eng-30-02211444-n,leaf-cutter bee,leaf-cutter bee
n02211627,eng-30-02211627-n,mason bee,osmia
n02212958,eng-30-02212958-n,paper wasp,papier wesp
n02213239,eng-30-02213239-n,giant hornet,reuzehorzel
n02213239,eng-30-02213239-n,Vespa crabro,Vespa crabro
n02213543,eng-30-02213543-n,common wasp,gemeenschappelijke wesp
n02213543,eng-30-02213543-n,Vespula vulgaris,gewone wesp
n02213663,eng-30-02213663-n,bald-faced hornet,-Kaal onder ogen gezien horzel
n02213663,eng-30-02213663-n,white-faced hornet,witte gezichten hornet
n02213663,eng-30-02213663-n,Vespula maculata,Vespula maculata
n02213788,eng-30-02213788-n,yellow jacket,gele jas
n02213788,eng-30-02213788-n,yellow hornet,geel hornet
n02213788,eng-30-02213788-n,Vespula maculifrons,Vespula maculifrons
n02214341,eng-30-02214341-n,mason wasp,metselaar wesp
n02214499,eng-30-02214499-n,potter wasp,pottenbakker wesp
n02214773,eng-30-02214773-n,velvet ant,fluwelen mier
n02215161,eng-30-02215161-n,sphecoid wasp,sphecoid wesp
n02215161,eng-30-02215161-n,sphecoid,sphecoid
n02217563,eng-30-02217563-n,chalcid fly,chalcid fly
n02217563,eng-30-02217563-n,chalcidfly,chalcidfly
n02217563,eng-30-02217563-n,chalcid,chalcid
n02217563,eng-30-02217563-n,chalcid wasp,Bronswespen
n02220055,eng-30-02220055-n,pharaoh ant,faraomier
n02220055,eng-30-02220055-n,pharaoh's ant,farao mier
n02220055,eng-30-02220055-n,Monomorium pharaonis,Monomorium pharaonis
n02220518,eng-30-02220518-n,army ant,roofmier
n02220518,eng-30-02220518-n,driver ant,driver mier
n02220518,eng-30-02220518-n,legionary ant,legionair mier
n02220804,eng-30-02220804-n,carpenter ant,houtmier
n02221083,eng-30-02221083-n,fire ant,vuur mier
n02221414,eng-30-02221414-n,wood ant,hout mier
n02221414,eng-30-02221414-n,Formica rufa,Formica rufa
n02221571,eng-30-02221571-n,slave ant,slave mier
n02221820,eng-30-02221820-n,slave-making ant,slave-making ant
n02221820,eng-30-02221820-n,slave-maker,slave-maker
n02222321,eng-30-02222321-n,bulldog ant,bulldog mier
n02226821,eng-30-02226821-n,short-horned grasshopper,short-gehoornde sprinkhaan
n02226821,eng-30-02226821-n,acridid,acridid
n02227966,eng-30-02227966-n,long-horned grasshopper,lang-gehoornde sprinkhaan
n02227966,eng-30-02227966-n,tettigoniid,tettigoniid
n02229765,eng-30-02229765-n,mole cricket,aardkrekel
n02230023,eng-30-02230023-n,European house cricket,European house cricket
n02230023,eng-30-02230023-n,Acheta domestica,Acheta domestica
n02230187,eng-30-02230187-n,field cricket,field cricket
n02230187,eng-30-02230187-n,Acheta assimilis,Acheta assimilis
n02230480,eng-30-02230480-n,tree cricket,cricket boom
n02231052,eng-30-02231052-n,phasmid,fasmide
n02231052,eng-30-02231052-n,phasmid insect,fasmide insect
n02233943,eng-30-02233943-n,oriental cockroach,oosterse kakkerlak
n02233943,eng-30-02233943-n,oriental roach,oosterse voorn
n02233943,eng-30-02233943-n,Asiatic cockroach,Aziatische kakkerlak
n02233943,eng-30-02233943-n,blackbeetle,blackbeetle
n02233943,eng-30-02233943-n,Blatta orientalis,Blatta orientalis
n02234355,eng-30-02234355-n,American cockroach,Amerikaanse kakkerlak
n02234355,eng-30-02234355-n,Periplaneta americana,Periplaneta americana
n02234570,eng-30-02234570-n,Australian cockroach,Australische kakkerlak
n02234570,eng-30-02234570-n,Periplaneta australasiae,Periplaneta australasiae
n02235205,eng-30-02235205-n,giant cockroach,reuzenkakkerlak
n02236355,eng-30-02236355-n,bug,kever
n02237424,eng-30-02237424-n,leaf bug,bladinsect
n02237424,eng-30-02237424-n,plant bug,plantaardige bug
n02238887,eng-30-02238887-n,lygaeid,lygaeid
n02238887,eng-30-02238887-n,lygaeid bug,lygaeid bug
n02239528,eng-30-02239528-n,coreid bug,coreid bug
n02239528,eng-30-02239528-n,coreid,coreid
n02244173,eng-30-02244173-n,assassin bug,roofwants
n02244173,eng-30-02244173-n,reduviid,reduviid
n02245111,eng-30-02245111-n,firebug,firebug
n02245443,eng-30-02245443-n,cotton stainer,katoen Stainer
n02246011,eng-30-02246011-n,homopterous insect,homoptere insect
n02246011,eng-30-02246011-n,homopteran,homopteran
n02246628,eng-30-02246628-n,whitefly,wittevlieg
n02248368,eng-30-02248368-n,coccid insect,coccid insect
n02251775,eng-30-02251775-n,plant louse,bladluis
n02251775,eng-30-02251775-n,louse,luis
n02254697,eng-30-02254697-n,adelgid,adelgid
n02256172,eng-30-02256172-n,jumping plant louse,Bladvlooien
n02256172,eng-30-02256172-n,psylla,psylla
n02256172,eng-30-02256172-n,psyllid,psyllid
n02257715,eng-30-02257715-n,spittle insect,speeksel insect
n02257715,eng-30-02257715-n,spittlebug,spittlebug
n02259212,eng-30-02259212-n,leafhopper,cicade
n02259377,eng-30-02259377-n,plant hopper,installatievultrechter
n02259377,eng-30-02259377-n,planthopper,plantvlo
n02260421,eng-30-02260421-n,psocopterous insect,psocopterous insect
n02262178,eng-30-02262178-n,ephemerid,ephemerid
n02262178,eng-30-02262178-n,ephemeropteran,ephemeropteran
n02262803,eng-30-02262803-n,stonefly,stonefly
n02262803,eng-30-02262803-n,stone fly,stone fly
n02262803,eng-30-02262803-n,plecopteran,plecopteran
n02264021,eng-30-02264021-n,ant lion,mierenleeuw
n02264021,eng-30-02264021-n,antlion,antlion
n02264021,eng-30-02264021-n,antlion fly,antlion fly
n02264232,eng-30-02264232-n,doodlebug,doodlebug
n02264232,eng-30-02264232-n,ant lion,mierenleeuw
n02264232,eng-30-02264232-n,antlion,antlion
n02264591,eng-30-02264591-n,aphid lion,bladluis leeuw
n02264591,eng-30-02264591-n,aphis lion,aphis leeuw
n02266050,eng-30-02266050-n,dobson,dobson
n02266050,eng-30-02266050-n,dobsonfly,Dobsonfly
n02266050,eng-30-02266050-n,dobson fly,corydalinae
n02266050,eng-30-02266050-n,Corydalus cornutus,Corydalus cornutus
n02266864,eng-30-02266864-n,alderfly,elzenvliegen
n02266864,eng-30-02266864-n,alder fly,elzenvlieg
n02266864,eng-30-02266864-n,Sialis lutaria,elzenvlieg
n02267483,eng-30-02267483-n,mantispid,mantispid
n02269522,eng-30-02269522-n,caseworm,caseworm
n02270011,eng-30-02270011-n,thysanuran insect,thysanuran insect
n02270011,eng-30-02270011-n,thysanuron,thysanuron
n02271570,eng-30-02271570-n,thysanopter,thysanopter
n02271570,eng-30-02271570-n,thysanopteron,thysanopteron
n02271570,eng-30-02271570-n,thysanopterous insect,thysanopterous insect
n02274822,eng-30-02274822-n,nymphalid,nymphalid
n02274822,eng-30-02274822-n,nymphalid butterfly,nymphalid vlinder
n02274822,eng-30-02274822-n,brush-footed butterfly,borstel-betaalde vlinder
n02274822,eng-30-02274822-n,four-footed butterfly,viervoetige vlinder
n02275560,eng-30-02275560-n,mourning cloak,rouw mantel
n02275560,eng-30-02275560-n,mourning cloak butterfly,rouw mantel vlinder
n02275560,eng-30-02275560-n,Camberwell beauty,Rouwmantel
n02275560,eng-30-02275560-n,Nymphalis antiopa,Rouwmantel
n02275773,eng-30-02275773-n,tortoiseshell,schildpadschild
n02275773,eng-30-02275773-n,tortoiseshell butterfly,schildpadvlinder
n02276078,eng-30-02276078-n,painted beauty,geschilderd schoonheid
n02276078,eng-30-02276078-n,Vanessa virginiensis,Vanessa virginiensis
n02276258,eng-30-02276258-n,admiral,admiraal
n02276355,eng-30-02276355-n,red admiral,atalanta
n02276355,eng-30-02276355-n,Vanessa atalanta,Vanessa atalanta
n02276749,eng-30-02276749-n,white admiral,witte admiraal
n02276749,eng-30-02276749-n,Limenitis camilla,Limenitis camilla
n02276902,eng-30-02276902-n,banded purple,gestreepte paars
n02276902,eng-30-02276902-n,white admiral,witte admiraal
n02276902,eng-30-02276902-n,Limenitis arthemis,limenitis arthemis
n02277268,eng-30-02277268-n,viceroy,onderkoning
n02277268,eng-30-02277268-n,Limenitis archippus,Limenitis archippus
n02277422,eng-30-02277422-n,anglewing,Anglewing
n02277742,eng-30-02277742-n,ringlet,ringetje
n02277742,eng-30-02277742-n,ringlet butterfly,lok vlinder
n02278024,eng-30-02278024-n,comma,komma
n02278024,eng-30-02278024-n,comma butterfly,komma vlinder
n02278024,eng-30-02278024-n,Polygonia comma,Polygonia komma
n02278210,eng-30-02278210-n,fritillary,fritillary
n02278839,eng-30-02278839-n,emperor butterfly,keizer vlinder
n02278839,eng-30-02278839-n,emperor,keizer
n02279257,eng-30-02279257-n,peacock,Pauw
n02279257,eng-30-02279257-n,peacock butterfly,pauw vlinder
n02279257,eng-30-02279257-n,Inachis io,Inachis io
n02279637,eng-30-02279637-n,danaid,danaid
n02279637,eng-30-02279637-n,danaid butterfly,danaid vlinder
n02280458,eng-30-02280458-n,pierid,pierid
n02280458,eng-30-02280458-n,pierid butterfly,pierid vlinder
n02281015,eng-30-02281015-n,small white,kleine witte
n02281015,eng-30-02281015-n,Pieris rapae,Pieris rapae
n02281136,eng-30-02281136-n,large white,grote witte
n02281136,eng-30-02281136-n,Pieris brassicae,Pieris brassicae
n02281267,eng-30-02281267-n,southern cabbage butterfly,zuidelijke koolwitje
n02281267,eng-30-02281267-n,Pieris protodice,Pieris protodice
n02281406,eng-30-02281406-n,sulphur butterfly,zwavel vlinder
n02281406,eng-30-02281406-n,sulfur butterfly,zwavel vlinder
n02281787,eng-30-02281787-n,lycaenid,lycaenid
n02281787,eng-30-02281787-n,lycaenid butterfly,lycaenid vlinder
n02282257,eng-30-02282257-n,blue,blauw
n02282385,eng-30-02282385-n,copper,koper
n02282903,eng-30-02282903-n,hairstreak,hairstreak
n02282903,eng-30-02282903-n,hairstreak butterfly,vlinder Hairstreak
n02283617,eng-30-02283617-n,moth miller,mot molenaar
n02283617,eng-30-02283617-n,miller,molenaar
n02285548,eng-30-02285548-n,lymantriid,lymantriid
n02285548,eng-30-02285548-n,tussock moth,mot van de pol
n02285801,eng-30-02285801-n,tussock caterpillar,pol rups
n02287004,eng-30-02287004-n,geometrid,Geometrid
n02287004,eng-30-02287004-n,geometrid moth,Geometrid mot
n02287799,eng-30-02287799-n,cankerworm,bladrups
n02288789,eng-30-02288789-n,pyralid,pyralid
n02288789,eng-30-02288789-n,pyralid moth,pyralid mot
n02295064,eng-30-02295064-n,noctuid moth,noctuid mot
n02295064,eng-30-02295064-n,noctuid,noctuid
n02295064,eng-30-02295064-n,owlet moth,owlet mot
n02295390,eng-30-02295390-n,cutworm,cutworm
n02297442,eng-30-02297442-n,armyworm,armyworm
n02297442,eng-30-02297442-n,army worm,leger worm
n02297442,eng-30-02297442-n,Pseudaletia unipuncta,Pseudaletia unipuncta
n02297938,eng-30-02297938-n,beet armyworm,Amerikaanse bietwormbeheersing
n02297938,eng-30-02297938-n,Spodoptera exigua,Spodoptera exigua
n02298218,eng-30-02298218-n,fall armyworm,SPODOPTERA FRUGIPERDA
n02298218,eng-30-02298218-n,Spodoptera frugiperda,Spodopterafrugiperda
n02298541,eng-30-02298541-n,hawkmoth,hawkmoth
n02298541,eng-30-02298541-n,hawk moth,haviksmot
