key	wordnet_id	synonyms	provenance
n02102318	eng-30-02102318-n	Cocker spaniel, Engels cocker spaniel, cocker	google_translate
n02102480	eng-30-02102480-n	Sussex spaniel	google_translate
n02102605	eng-30-02102605-n	water spaniel	google_translate
n02103406	eng-30-02103406-n	werkhond	odwn
n02103841	eng-30-02103841-n	waakhond	odwn
n02104029	eng-30-02104029-n	kuvasz	google_translate
n02104280	eng-30-02104280-n	housedog	google_translate
n02104365	eng-30-02104365-n	schippersklokje, schippertje	odwn
n02104523	eng-30-02104523-n	herdershond	odwn
n02104882	eng-30-02104882-n	belgische herder	odwn
n02105056	eng-30-02105056-n	groenendael	google_translate
n02105162	eng-30-02105162-n	Mechelaar	google_translate
n02105251	eng-30-02105251-n	briard	google_translate
n02105412	eng-30-02105412-n	kelpie	google_translate
n02105505	eng-30-02105505-n	komondor	odwn
n02105641	eng-30-02105641-n	Oude Engels herdershond, kortstaart	google_translate
n02105855	eng-30-02105855-n	De herdershond van Shetland, Shetland schapen hond, Shetland	google_translate
n02106030	eng-30-02106030-n	collie	google_translate
n02106166	eng-30-02106166-n	Border collie	google_translate
n02106382	eng-30-02106382-n	Bouvier, Vlaamse Koehond	google_translate
n02106550	eng-30-02106550-n	Rottweiler	google_translate
n02106662	eng-30-02106662-n	Duitse herdershond	odwn
n02106854	eng-30-02106854-n	politiehond	odwn
n02106966	eng-30-02106966-n	pinscher	google_translate
n02107142	eng-30-02107142-n	Doberman, doberman	google_translate
n02107312	eng-30-02107312-n	dwergpinscher	odwn
n02107420	eng-30-02107420-n	Sennenhunde	google_translate
n02107574	eng-30-02107574-n	Greater hond Swiss Mountain	google_translate
n02107683	eng-30-02107683-n	Berner Sennenhond	google_translate
n02107908	eng-30-02107908-n	Appenzeller	google_translate
n02108000	eng-30-02108000-n	Entlebucher	google_translate
n02108089	eng-30-02108089-n	boxer, pugilist, vuistvechter, bokser	odwn
n02108254	eng-30-02108254-n	bulhond, mastiff	odwn
n02108422	eng-30-02108422-n	bull mastiff	google_translate
n02108672	eng-30-02108672-n	buldog	odwn
n02109047	eng-30-02109047-n	Deense dog	google_translate
n02109150	eng-30-02109150-n	geleidehond	google_translate
n02109525	eng-30-02109525-n	Sint Bernard, St Bernard	google_translate
n02109811	eng-30-02109811-n	sledehond	odwn
n02109961	eng-30-02109961-n	sledehond	odwn
n02110063	eng-30-02110063-n	malamute, malemute, Alaskan malamute	google_translate
n02110185	eng-30-02110185-n	Siberische husky	odwn
n02110341	eng-30-02110341-n	dalmatiër, Dalmatische	odwn
n02110627	eng-30-02110627-n	affenpinscher, aap pinscher, aap hond	google_translate
n02110806	eng-30-02110806-n	basenji	google_translate
n02110958	eng-30-02110958-n	mops, mopshond	odwn
n02111129	eng-30-02111129-n	Leonberg	google_translate
n02111277	eng-30-02111277-n	Newfoundland, newfoundland	google_translate
n02111500	eng-30-02111500-n	De grote Pyreneeën	google_translate
n02111626	eng-30-02111626-n	keeshond	google_translate
n02111889	eng-30-02111889-n	Samojeed	odwn
n02112018	eng-30-02112018-n	Pommers	odwn
n02112137	eng-30-02112137-n	eten	odwn
n02112350	eng-30-02112350-n	keeshond	odwn
n02112497	eng-30-02112497-n	vale, Brussels griffon, Belgische Griffon	google_translate
n02112826	eng-30-02112826-n	corgi, Welsh corgi	google_translate
n02113023	eng-30-02113023-n	Pembroke, Pembroke Welsh corgi	google_translate
n02113186	eng-30-02113186-n	Cardigan, Cardigan Welsh corgi	google_translate
n02113335	eng-30-02113335-n	poedel	odwn
n02113624	eng-30-02113624-n	toy poedel	google_translate
n02113712	eng-30-02113712-n	miniatuur poedel	google_translate
n02113799	eng-30-02113799-n	standaard poedel	google_translate
n02113892	eng-30-02113892-n	grote poedel	google_translate
n02113978	eng-30-02113978-n	Mexicaanse naakthond	google_translate
n02114100	eng-30-02114100-n	wolf	odwn
n02114367	eng-30-02114367-n	wolf	odwn
n02114548	eng-30-02114548-n	witte wolf	odwn
n02114712	eng-30-02114712-n	rode wolf, maned wolf, Canis rufus, canis niger	google_translate
n02114855	eng-30-02114855-n	coyote, prairiewolf	odwn
n02115096	eng-30-02115096-n	boer, jakhals	odwn
n02115335	eng-30-02115335-n	wilde hond	google_translate
n02115641	eng-30-02115641-n	dingo	odwn
n02115913	eng-30-02115913-n	wildhond, Cuon alpinus	google_translate
n02116738	eng-30-02116738-n	Afrikaanse jachthond, hyena hond, Cape jachthond, pictus Lycaon	google_translate
n02117135	eng-30-02117135-n	hyena	odwn
n02117512	eng-30-02117512-n	gestreepte hyena, hyaena hyena	google_translate
n02117646	eng-30-02117646-n	bruine hyena, streng wolf, hyaena brunnea	google_translate
n02117900	eng-30-02117900-n	gevlekte hyena, lachen hyena, crocuta crocuta	google_translate
n02118176	eng-30-02118176-n	aardwolf	odwn
n02118333	eng-30-02118333-n	rode vos, gewone vos, vos	odwn
n02118643	eng-30-02118643-n	wijfjesvos	odwn
n02119022	eng-30-02119022-n	rode vos, vulpes vulpes	google_translate
n02119477	eng-30-02119477-n	rode vos, vulpes fulva	google_translate
n02119634	eng-30-02119634-n	kit fox, prairie vos, vulpes velox	google_translate
n02119789	eng-30-02119789-n	kit fox, vulpes macrotis	google_translate
n02120079	eng-30-02120079-n	poolvos, witte vos, Alopex lagopus	google_translate
n02120505	eng-30-02120505-n	grijze vos, grijze vos, Urocyon cinereoargenteus	google_translate
n02120997	eng-30-02120997-n	katachtig, felid	google_translate
n02121620	eng-30-02121620-n	huiskat	odwn
n02121808	eng-30-02121808-n	huiskat, huiskat, Felis domesticus, Felis catus	google_translate
n02122298	eng-30-02122298-n	kattepoes, poesje, poes	odwn
n02122430	eng-30-02122430-n	muizenvanger	odwn
n02122510	eng-30-02122510-n	zwerfkat	odwn
n02122580	eng-30-02122580-n	verdwaald	google_translate
n02122725	eng-30-02122725-n	kater	odwn
n02122878	eng-30-02122878-n	gestreept, koningin	google_translate
n02122948	eng-30-02122948-n	kitten, kattenjong, katje	odwn
n02123045	eng-30-02123045-n	gestreept, tabby kat	google_translate
n02123159	eng-30-02123159-n	tijgerkat	google_translate
n02123242	eng-30-02123242-n	lapjeskat	odwn
n02123394	eng-30-02123394-n	Perzische kat	google_translate
n02123478	eng-30-02123478-n	Angora, Angora kat	google_translate
n02123597	eng-30-02123597-n	siamees	odwn
n02123917	eng-30-02123917-n	Birmaanse kat	google_translate
n02124075	eng-30-02124075-n	Egyptische kat	google_translate
n02124313	eng-30-02124313-n	Abessijns	odwn
n02124484	eng-30-02124484-n	manxkat	odwn
n02124623	eng-30-02124623-n	wilde kat	google_translate
n02125010	eng-30-02125010-n	woestijnkat	odwn
n02125081	eng-30-02125081-n	Europese wilde kat, catamountain, Felis silvestris	google_translate
n02125311	eng-30-02125311-n	bergleeuw, poema	odwn
n02125494	eng-30-02125494-n	ocelot	odwn
n02125689	eng-30-02125689-n	jaguarundi, jaguarundi cat, Jaguarundi, Eyra, Felis yagouaroundi	google_translate
n02126028	eng-30-02126028-n	moeraskat	odwn
n02126139	eng-30-02126139-n	serval	odwn
n02126640	eng-30-02126640-n	margay	odwn
n02126787	eng-30-02126787-n	manoel	odwn
n02127052	eng-30-02127052-n	los, lynx	odwn
n02127292	eng-30-02127292-n	gemeenschappelijke lynx, Lynx lynx	google_translate
n02127381	eng-30-02127381-n	De lynx van Canada, Lynx canadensis	google_translate
n02127482	eng-30-02127482-n	bobcat, baai lynx, Lynx rufus	google_translate
n02127586	eng-30-02127586-n	gespot lynx, Lynx pardina	google_translate
n02127678	eng-30-02127678-n	caracal	odwn
n02127808	eng-30-02127808-n	grote kat, kat	google_translate
n02128385	eng-30-02128385-n	luipaard	odwn
n02128757	eng-30-02128757-n	sneeuwpanter	odwn
n02128925	eng-30-02128925-n	panter, Jaguar, jaguar	odwn
n02129165	eng-30-02129165-n	leeuw	odwn
n02129463	eng-30-02129463-n	leeuwin	odwn
n02129604	eng-30-02129604-n	tijger	odwn
n02129837	eng-30-02129837-n	bengaalse tijger	odwn
n02129923	eng-30-02129923-n	tijgerin	odwn
n02129991	eng-30-02129991-n	Liger, lijger	odwn
n02130086	eng-30-02130086-n	Tiglon, teeuw	google_translate
n02130308	eng-30-02130308-n	cheetah, jachtluipaard	odwn
n02131653	eng-30-02131653-n	beer	odwn
n02132136	eng-30-02132136-n	bruine beer	odwn
n02132320	eng-30-02132320-n	bruin	google_translate
n02132466	eng-30-02132466-n	Syrische bear, Ursusarctos syriacus	google_translate
n02132580	eng-30-02132580-n	grizzlybeer	odwn
n02132788	eng-30-02132788-n	Alaskan bruine beer, Kodiak beer, Kodiak, Ursus middendorffi, Ursusarctos middendorffi	google_translate
n02133161	eng-30-02133161-n	Amerikaanse zwarte beer, kraagbeer	odwn
n02133704	eng-30-02133704-n	kraagbeer	odwn
n02134084	eng-30-02134084-n	ijsbeer	odwn
n02134418	eng-30-02134418-n	luiaard beer, Melursus ursinus, Ursus ursinus	google_translate
n02135220	eng-30-02135220-n	civetkat, civet	odwn
n02136452	eng-30-02136452-n	fossa, fossa cat, Cryptoprocta ferox	google_translate
n02137015	eng-30-02137015-n	genet, kloom	odwn
n02137549	eng-30-02137549-n	mangoest, mangoeste	odwn
n02138441	eng-30-02138441-n	meerkat, mierkat	google_translate
n02138647	eng-30-02138647-n	slender-tailed meerkat, Suricata	google_translate
n02138777	eng-30-02138777-n	suricate, Suricata tetradactyla	google_translate
n02139199	eng-30-02139199-n	vleermuizen, vleermuis	odwn
n02139671	eng-30-02139671-n	vleerhonden	odwn
n02141306	eng-30-02141306-n	vleesetende vleermuis, microchiroptera	google_translate
n02141713	eng-30-02141713-n	leafnose bat, blad-nosed bat	google_translate
n02145424	eng-30-02145424-n	vespertilian bat, vespertilionid	google_translate
n02146201	eng-30-02146201-n	rode vleermuis, lasiurus borealis	google_translate
n02146371	eng-30-02146371-n	bruine knuppel	google_translate
n02146700	eng-30-02146700-n	weinig bruine knuppel, kleine bruine myotis, Myotis leucifugus	google_translate
n02146879	eng-30-02146879-n	grot myotis, Myotis velifer	google_translate
n02147173	eng-30-02147173-n	grote bruine vleermuis, Eptesicus fuscus	google_translate
n02147328	eng-30-02147328-n	Laatvlieger, Europese bruine vleermuis, Eptesicus serotinus	google_translate
n02147591	eng-30-02147591-n	bleke vleermuis, grot vleermuis, Antrozous pallidus	google_translate
n02147947	eng-30-02147947-n	pipistrelle, Pipistrel, Pipistrellus pipistrellus	google_translate
n02148835	eng-30-02148835-n	grootoorvleermuis	google_translate
n02149420	eng-30-02149420-n	Freetail, bulvleermuizen, freetailed bat	google_translate
n02150482	eng-30-02150482-n	vampier vleermuis, ware vampier	google_translate
n02152740	eng-30-02152740-n	predator, roofdier	odwn
n02152881	eng-30-02152881-n	doelwit, prooi, prooidier	odwn
n02153109	eng-30-02153109-n	groot wild	odwn
n02153809	eng-30-02153809-n	fossorial zoogdier	google_translate
n02156732	eng-30-02156732-n	tetrapod	google_translate
n02157206	eng-30-02157206-n	hexapod	google_translate
n02159955	eng-30-02159955-n	nietsnut, beestje, insect, insekt	odwn
n02160947	eng-30-02160947-n	sociale insect	google_translate
n02161338	eng-30-02161338-n	defoliator	google_translate
n02161457	eng-30-02161457-n	bestuiver	google_translate
n02163297	eng-30-02163297-n	springstaart	odwn
n02164464	eng-30-02164464-n	tor, kever	odwn
n02165105	eng-30-02165105-n	tijgerkever	google_translate
n02165456	eng-30-02165456-n	lieveheersbeestje, onzelieveheersbeestje	odwn
n02165877	eng-30-02165877-n	dubbel gevlekte lieveheersbeestje, Adalia bipunctata	google_translate
n02166229	eng-30-02166229-n	Mexican bean beetle, boonkever, Epilachna varivestis	google_translate
n02166567	eng-30-02166567-n	Hippodamia convergens	google_translate
n02166826	eng-30-02166826-n	vedalia, Rodolia cardinalis	google_translate
n02167151	eng-30-02167151-n	loopkever, carabid kever	google_translate
n02168245	eng-30-02168245-n	gloeiworm, vuurvliegje, vuurvlieg, glimworm	odwn
n02168699	eng-30-02168699-n	boktor, longicorn, longicorn kever	google_translate
n02169497	eng-30-02169497-n	goudhaantje	odwn
n02169705	eng-30-02169705-n	aardvlo	google_translate
n02169974	eng-30-02169974-n	coloradokever	odwn
n02170400	eng-30-02170400-n	tapijt kever, tapijt bug	google_translate
n02170993	eng-30-02170993-n	clerid kever, clerid	google_translate
n02172182	eng-30-02172182-n	mestkever	odwn
n02172870	eng-30-02172870-n	juni kever, juni bug, meikever, Mei kever	google_translate
n02173373	eng-30-02173373-n	Japanse kever, Popillia japonica	google_translate
n02173784	eng-30-02173784-n	Oriental kever, Aziatische kever, anomala orientalis	google_translate
n02174001	eng-30-02174001-n	neushoorn kever	google_translate
n02174355	eng-30-02174355-n	melolonthid kever	google_translate
n02175569	eng-30-02175569-n	namen chafer, steeg kever, Cetonia aurata	google_translate
n02175916	eng-30-02175916-n	vliegend hert	odwn
n02176261	eng-30-02176261-n	elaterid kever, elater, elaterid	google_translate
n02176916	eng-30-02176916-n	draadworm	google_translate
n02177196	eng-30-02177196-n	waterkever	odwn
n02177775	eng-30-02177775-n	bonte knaagkever, doodgraver, Xestobium rufovillosum	google_translate
n02177972	eng-30-02177972-n	snuitkever	odwn
n02178411	eng-30-02178411-n	snuitkever	odwn
n02179012	eng-30-02179012-n	blaarkever, meloid	google_translate
n02180233	eng-30-02180233-n	schorskever	google_translate
n02180875	eng-30-02180875-n	Kortschildkever	google_translate
n02181235	eng-30-02181235-n	zwartlijven, darkling groung kever, tenebrionid	google_translate
n02181477	eng-30-02181477-n	meelworm	odwn
n02182045	eng-30-02182045-n	zaad kever, zaad weevil	google_translate
n02183096	eng-30-02183096-n	Loofhoutboktor, Anoplophora glabripennis	google_translate
n02183857	eng-30-02183857-n	luis, piet, pietje	odwn
n02186153	eng-30-02186153-n	vlo	odwn
n02188699	eng-30-02188699-n	tweevleugeligen	odwn
n02190166	eng-30-02190166-n	vlieg	odwn
n02190790	eng-30-02190790-n	huisvlieg	odwn
n02191273	eng-30-02191273-n	tseetseevlieg, tseetseevlieg, tzetze fly, tzetze, glossina	google_translate
n02191773	eng-30-02191773-n	bromvlieg	odwn
n02191979	eng-30-02191979-n	bromvlieg, roodwangbromvlieg	google_translate
n02192252	eng-30-02192252-n	greenbottle, vlieg Greenbottle	google_translate
n02192513	eng-30-02192513-n	vleesvlieg, dambordvlieg	google_translate
n02192814	eng-30-02192814-n	Tachina fly	google_translate
n02193009	eng-30-02193009-n	horzel	google_translate
n02195819	eng-30-02195819-n	bijenvlieg	google_translate
n02196119	eng-30-02196119-n	roversvlieg, bee killer	google_translate
n02196344	eng-30-02196344-n	fruit vlieg, afvallen fly	google_translate
n02198532	eng-30-02198532-n	luis fly, hippoboscid	google_translate
n02200198	eng-30-02200198-n	mug	odwn
n02200509	eng-30-02200509-n	wiggler, draaier	google_translate
n02200630	eng-30-02200630-n	knutten, steekmug	odwn
n02200850	eng-30-02200850-n	gele koorts mosquito, Aedes aegypti	google_translate
n02201000	eng-30-02201000-n	tijgermug	odwn
n02201497	eng-30-02201497-n	anopheline	google_translate
n02201626	eng-30-02201626-n	malariamug, malariamug	google_translate
n02202006	eng-30-02202006-n	gemeenschappelijke mug, Culex pipiens	google_translate
n02202124	eng-30-02202124-n	Culex quinquefasciatus, Culex fatigans	google_translate
n02202287	eng-30-02202287-n	mug, knutten	odwn
n02204722	eng-30-02204722-n	schimmel mug, Sciara, varenrouwmug	google_translate
n02205219	eng-30-02205219-n	langpootmug, hooiwagen	google_translate
n02206270	eng-30-02206270-n	Hymenopteran, vliesvleugeligen	odwn
n02206856	eng-30-02206856-n	bij	odwn
n02207179	eng-30-02207179-n	drone, dar	odwn
n02207449	eng-30-02207449-n	arbeidskracht	odwn
n02208280	eng-30-02208280-n	bij, honingbij	odwn
n02208498	eng-30-02208498-n	Africanized bee, Africanized honingbij, killer bee, Apis mellifera scutellata, Apis mellifera adansonii	google_translate
n02208848	eng-30-02208848-n	zwarte honingbij, Duitse bee	google_translate
n02209111	eng-30-02209111-n	Italiaanse bee	google_translate
n02209354	eng-30-02209354-n	houtbij	google_translate
n02209624	eng-30-02209624-n	hommel	odwn
n02210427	eng-30-02210427-n	Andrena, andrenid, mijnbouw bee	google_translate
n02211444	eng-30-02211444-n	Blad-scherpe bee, leaf-cutter, leaf-cutter bee	google_translate
n02211627	eng-30-02211627-n	osmia	google_translate
n02212062	eng-30-02212062-n	plooiwesp, wesp	odwn
n02212958	eng-30-02212958-n	papier wesp	google_translate
n02213107	eng-30-02213107-n	horzel, hoornaar	odwn
n02213239	eng-30-02213239-n	reuzehorzel, Vespa crabro	google_translate
n02213543	eng-30-02213543-n	gemeenschappelijke wesp, gewone wesp	google_translate
n02213663	eng-30-02213663-n	-Kaal onder ogen gezien horzel, witte gezichten hornet, Vespula maculata	google_translate
n02213788	eng-30-02213788-n	gele jas, geel hornet, Vespula maculifrons	google_translate
n02214341	eng-30-02214341-n	metselaar wesp	google_translate
n02214499	eng-30-02214499-n	pottenbakker wesp	google_translate
n02214773	eng-30-02214773-n	fluwelen mier	google_translate
n02215161	eng-30-02215161-n	sphecoid wesp, sphecoid	google_translate
n02216740	eng-30-02216740-n	galwesp, hondsvlieg	odwn
n02217563	eng-30-02217563-n	chalcid fly, chalcidfly, chalcid, Bronswespen	google_translate
n02218371	eng-30-02218371-n	rupsendoder	odwn
n02219486	eng-30-02219486-n	mier	odwn
n02220055	eng-30-02220055-n	faraomier, farao mier, Monomorium pharaonis	google_translate
n02220518	eng-30-02220518-n	roofmier, driver mier, legionair mier	google_translate
n02220804	eng-30-02220804-n	houtmier	google_translate
n02221083	eng-30-02221083-n	vuur mier	google_translate
n02221414	eng-30-02221414-n	hout mier, Formica rufa	google_translate
n02221571	eng-30-02221571-n	slave mier	google_translate
n02221820	eng-30-02221820-n	slave-making ant, slave-maker	google_translate
n02222321	eng-30-02222321-n	bulldog mier	google_translate
n02223266	eng-30-02223266-n	termiet	odwn
n02226183	eng-30-02226183-n	rechtvleugeligen	odwn
n02226429	eng-30-02226429-n	sprinkhaan	odwn
n02226821	eng-30-02226821-n	short-gehoornde sprinkhaan, acridid	google_translate
n02227966	eng-30-02227966-n	lang-gehoornde sprinkhaan, tettigoniid	google_translate
n02229544	eng-30-02229544-n	krekel	odwn
n02229765	eng-30-02229765-n	aardkrekel	google_translate
n02230023	eng-30-02230023-n	European house cricket, Acheta domestica	google_translate
n02230187	eng-30-02230187-n	field cricket, Acheta assimilis	google_translate
n02230480	eng-30-02230480-n	cricket boom	google_translate
n02231052	eng-30-02231052-n	fasmide, fasmide insect	google_translate
n02233338	eng-30-02233338-n	sissende kakkerlak, kakkerlak	odwn
n02233943	eng-30-02233943-n	oosterse kakkerlak, oosterse voorn, Aziatische kakkerlak, blackbeetle, Blatta orientalis	google_translate
n02234355	eng-30-02234355-n	Amerikaanse kakkerlak, Periplaneta americana	google_translate
n02234570	eng-30-02234570-n	Australische kakkerlak, Periplaneta australasiae	google_translate
n02234848	eng-30-02234848-n	waterwants	odwn
n02235205	eng-30-02235205-n	reuzenkakkerlak	google_translate
n02236044	eng-30-02236044-n	bidsprinkhaan	odwn
n02236355	eng-30-02236355-n	kever	google_translate
n02236896	eng-30-02236896-n	wants	odwn
n02237424	eng-30-02237424-n	bladinsect, plantaardige bug	google_translate
n02238887	eng-30-02238887-n	lygaeid, lygaeid bug	google_translate
n02239528	eng-30-02239528-n	coreid bug, coreid	google_translate
n02240517	eng-30-02240517-n	bedwants, wandluis	odwn
n02241426	eng-30-02241426-n	wants	odwn
n02241799	eng-30-02241799-n	waterwants	odwn
n02244173	eng-30-02244173-n	roofwants, reduviid	google_translate
n02245111	eng-30-02245111-n	firebug	google_translate
n02245443	eng-30-02245443-n	katoen Stainer	google_translate
n02246011	eng-30-02246011-n	homoptere insect, homopteran	google_translate
n02246628	eng-30-02246628-n	wittevlieg	google_translate
n02248368	eng-30-02248368-n	coccid insect	google_translate
n02251775	eng-30-02251775-n	bladluis, luis	google_translate
n02252226	eng-30-02252226-n	bladluis	odwn
n02254697	eng-30-02254697-n	adelgid	google_translate
n02256172	eng-30-02256172-n	Bladvlooien, psylla, psyllid	google_translate
n02256656	eng-30-02256656-n	cicade, cicaden	odwn
n02257715	eng-30-02257715-n	speeksel insect, spittlebug	google_translate
n02259212	eng-30-02259212-n	cicade	google_translate
n02259377	eng-30-02259377-n	installatievultrechter, plantvlo	google_translate
n02260421	eng-30-02260421-n	psocopterous insect	google_translate
n02262178	eng-30-02262178-n	ephemerid, ephemeropteran	google_translate
n02262803	eng-30-02262803-n	stonefly, stone fly, plecopteran	google_translate
n02264021	eng-30-02264021-n	mierenleeuw, antlion, antlion fly	google_translate
n02264232	eng-30-02264232-n	doodlebug, mierenleeuw, antlion	google_translate
n02264363	eng-30-02264363-n	gaasje, gaasvlieg	odwn
n02264591	eng-30-02264591-n	bladluis leeuw, aphis leeuw	google_translate
n02266050	eng-30-02266050-n	dobson, Dobsonfly, corydalinae, Corydalus cornutus	google_translate
n02266864	eng-30-02266864-n	elzenvliegen, elzenvlieg, elzenvlieg	google_translate
n02267483	eng-30-02267483-n	mantispid	google_translate
n02268148	eng-30-02268148-n	libellen	odwn
n02268443	eng-30-02268443-n	libel, libellen	odwn
n02268853	eng-30-02268853-n	juffer	odwn
n02269522	eng-30-02269522-n	caseworm	google_translate
n02270011	eng-30-02270011-n	thysanuran insect, thysanuron	google_translate
n02271570	eng-30-02271570-n	thysanopter, thysanopteron, thysanopterous insect	google_translate
n02272871	eng-30-02272871-n	oorworm	odwn
n02274024	eng-30-02274024-n	schubvleugeligen	odwn
n02274259	eng-30-02274259-n	vijfwouter, vlinder	odwn
n02274822	eng-30-02274822-n	nymphalid, nymphalid vlinder, borstel-betaalde vlinder, viervoetige vlinder	google_translate
n02275560	eng-30-02275560-n	rouw mantel, rouw mantel vlinder, Rouwmantel, Rouwmantel	google_translate
n02275773	eng-30-02275773-n	schildpadschild, schildpadvlinder	google_translate
n02276078	eng-30-02276078-n	geschilderd schoonheid, Vanessa virginiensis	google_translate
n02276258	eng-30-02276258-n	admiraal	google_translate
n02276355	eng-30-02276355-n	atalanta, Vanessa atalanta	google_translate
n02276749	eng-30-02276749-n	witte admiraal, Limenitis camilla	google_translate
n02276902	eng-30-02276902-n	gestreepte paars, witte admiraal, limenitis arthemis	google_translate
n02277094	eng-30-02277094-n	rood-spotted_purple	odwn
n02277268	eng-30-02277268-n	onderkoning, Limenitis archippus	google_translate
n02277422	eng-30-02277422-n	Anglewing	google_translate
n02277742	eng-30-02277742-n	ringetje, lok vlinder	google_translate
n02278024	eng-30-02278024-n	komma, komma vlinder, Polygonia komma	google_translate
n02278210	eng-30-02278210-n	fritillary	google_translate
n02278839	eng-30-02278839-n	keizer vlinder, keizer	google_translate
n02279257	eng-30-02279257-n	Pauw, pauw vlinder, Inachis io	google_translate
n02279637	eng-30-02279637-n	danaid, danaid vlinder	google_translate
n02280458	eng-30-02280458-n	pierid, pierid vlinder	google_translate
n02281015	eng-30-02281015-n	kleine witte, Pieris rapae	google_translate
n02281136	eng-30-02281136-n	grote witte, Pieris brassicae	google_translate
n02281267	eng-30-02281267-n	zuidelijke koolwitje, Pieris protodice	google_translate
n02281406	eng-30-02281406-n	zwavel vlinder, zwavel vlinder	google_translate
n02281787	eng-30-02281787-n	lycaenid, lycaenid vlinder	google_translate
n02282257	eng-30-02282257-n	blauw	google_translate
n02282385	eng-30-02282385-n	koper	google_translate
n02282903	eng-30-02282903-n	hairstreak, vlinder Hairstreak	google_translate
n02283201	eng-30-02283201-n	mot, nachtvlinder, uiltje	odwn
n02283617	eng-30-02283617-n	mot molenaar, molenaar	google_translate
n02283951	eng-30-02283951-n	bladroller, bladrollers	odwn
n02285548	eng-30-02285548-n	lymantriid, mot van de pol	google_translate
n02285801	eng-30-02285801-n	pol rups	google_translate
n02287004	eng-30-02287004-n	Geometrid, Geometrid mot	google_translate
n02287799	eng-30-02287799-n	bladrups	google_translate
n02288268	eng-30-02288268-n	lussenmaker, landmeter	odwn
n02288789	eng-30-02288789-n	pyralid, pyralid mot	google_translate
n02295064	eng-30-02295064-n	noctuid mot, noctuid, owlet mot	google_translate
n02295390	eng-30-02295390-n	cutworm	google_translate
n02297442	eng-30-02297442-n	armyworm, leger worm, Pseudaletia unipuncta	google_translate
n02297938	eng-30-02297938-n	Amerikaanse bietwormbeheersing, Spodoptera exigua	google_translate
n02298218	eng-30-02298218-n	SPODOPTERA FRUGIPERDA, Spodopterafrugiperda	google_translate
n02298541	eng-30-02298541-n	hawkmoth, haviksmot, sphingid, sphinx mot, kolibrie mot	google_translate
n02299157	eng-30-02299157-n	windepijlstaart, tomaat worm, Manduca sexta	google_translate
n02299505	eng-30-02299505-n	tomaat hornworm, aardappel worm, Manduca quinquemaculata	google_translate
n02300173	eng-30-02300173-n	moerbeivlinder, zijdevlinder	odwn
n02300797	eng-30-02300797-n	zijdevlinderrups, zijderups	odwn
n02301935	eng-30-02301935-n	keizer, emperor moth, pavonia van Saturnia	google_translate
n02302244	eng-30-02302244-n	keizerlijke mot, eacles imperialis	google_translate
n02302459	eng-30-02302459-n	moerbeivlinder, zijdevlinder	odwn
n02302620	eng-30-02302620-n	zijderups	odwn
n02302969	eng-30-02302969-n	luna mot, Actias luna	google_translate
n02303284	eng-30-02303284-n	cecropia, cecropiamot, Hyalophora cecropia	google_translate
n02304036	eng-30-02304036-n	io mot, Automeris io	google_translate
n02304432	eng-30-02304432-n	polyphemus moth, antheraea polyphemus	google_translate
n02304657	eng-30-02304657-n	pernyi mot, Chinese Zijdevlinder	google_translate
n02305407	eng-30-02305407-n	arctiid, arctiid mot	google_translate
n02306433	eng-30-02306433-n	lasiocampid, lasiocampid mot	google_translate
n02307325	eng-30-02307325-n	tentrupsband	google_translate
n02308139	eng-30-02308139-n	webworm	google_translate
n02309242	eng-30-02309242-n	instar	google_translate
n02309337	eng-30-02309337-n	rups	odwn
n02309841	eng-30-02309841-n	maïsboorder, Pyrausta nubilalis	google_translate
n02310000	eng-30-02310000-n	bollworm	google_translate
n02310585	eng-30-02310585-n	Cabbageworm	odwn
n02310717	eng-30-02310717-n	behaarde rups	odwn
n02311060	eng-30-02311060-n	larvestadium, larf, larve, masker	odwn
n02311617	eng-30-02311617-n	nimf	odwn
n02312006	eng-30-02312006-n	vreten, larf, larve	odwn
n02312427	eng-30-02312427-n	pop, vlinderpop	odwn
n02312912	eng-30-02312912-n	imago	google_translate
n02313008	eng-30-02313008-n	wijfjeskat, koningin	odwn
n02315487	eng-30-02315487-n	brachiopod, lampshell, lampshell	google_translate
n02316707	eng-30-02316707-n	stekelhuidigen	odwn
n02317335	eng-30-02317335-n	zeester	odwn
n02317781	eng-30-02317781-n	slangster, bros-ster, slang ster	google_translate
n02318167	eng-30-02318167-n	mand ster, mand vis	google_translate
n02319095	eng-30-02319095-n	zee-egel, zeeëgel	odwn
n02319308	eng-30-02319308-n	eetbare zee-egel, Echinus esculentus	google_translate
n02319555	eng-30-02319555-n	zand dollar	google_translate
n02320127	eng-30-02320127-n	crinoid	google_translate
n02321529	eng-30-02321529-n	zeekomkommer, Holothurian	google_translate
n02323449	eng-30-02323449-n	haasachtige, knagen zoogdier	google_translate
n02324045	eng-30-02324045-n	konijn	odwn
n02324431	eng-30-02324431-n	konijnenoren	google_translate
n02324514	eng-30-02324514-n	lapin	google_translate
n02324587	eng-30-02324587-n	konijn, konijn	google_translate
n02324850	eng-30-02324850-n	Europese konijnen, Oude Wereld rabbit, Oryctolagus cuniculus	google_translate
n02325366	eng-30-02325366-n	katoenstaartkonijn	odwn
n02326432	eng-30-02326432-n	haas, langoor	odwn
n02326862	eng-30-02326862-n	Europese hazen, lepuseuropaeus	google_translate
n02327028	eng-30-02327028-n	jackrabbit	google_translate
